"datetime","realization","MDE_ele"
2023-01-01,"17",1052.2
2023-02-01,"17",1052.14
2023-03-01,"17",1049.04
2023-04-01,"17",1044.93
2023-05-01,"17",1041.36
2023-06-01,"17",1036.4
2023-07-01,"17",1033.13
2023-08-01,"17",1031.54
2023-09-01,"17",1030.89
2023-10-01,"17",1035.35
2023-11-01,"17",1037.93
2023-12-01,"17",1041.02
2024-01-01,"17",1050.12
2024-02-01,"17",1057.33
2024-03-01,"17",1059.15
2024-04-01,"17",1057.28
2024-05-01,"17",1056.52
2024-06-01,"17",1053.49
2024-07-01,"17",1052.03
2024-08-01,"17",1055.83
2024-09-01,"17",1057.08
2024-10-01,"17",1058.03
2024-11-01,"17",1057.12
2024-12-01,"17",1057.79
2025-01-01,"17",1058.98
2025-02-01,"17",1058.75
2025-03-01,"17",1057.23
2025-04-01,"17",1053
2025-05-01,"17",1049.58
2025-06-01,"17",1045.2
2025-07-01,"17",1042
2025-08-01,"17",1041.05
2025-09-01,"17",1039.46
2025-10-01,"17",1041.2
2025-11-01,"17",1040.57
2025-12-01,"17",1041.07
2026-01-01,"17",1042.32
2026-02-01,"17",1041.69
2026-03-01,"17",1039.55
2026-04-01,"17",1034.68
2026-05-01,"17",1030.99
2026-06-01,"17",1026.03
2026-07-01,"17",1022.91
2026-08-01,"17",1022.22
2026-09-01,"17",1020.53
2026-10-01,"17",1023.34
2026-11-01,"17",1024.97
2026-12-01,"17",1027.94
2027-01-01,"17",1029.53
2027-02-01,"17",1029.57
2027-03-01,"17",1027.06
2027-04-01,"17",1021.36
2027-05-01,"17",1017.13
2027-06-01,"17",1011.44
2027-07-01,"17",1007.29
2027-08-01,"17",1005.41
2027-09-01,"17",1003.38
2027-10-01,"17",1006.78
2027-11-01,"17",1008.82
2027-12-01,"17",1012.11
2028-01-01,"17",1016.22
2028-02-01,"17",1018.66
2028-03-01,"17",1018.41
2028-04-01,"17",1015.3
2028-05-01,"17",1014.46
2028-06-01,"17",1012
2028-07-01,"17",1010.82
2028-08-01,"17",1011.26
2028-09-01,"17",1011.61
2028-10-01,"17",1014.75
2028-11-01,"17",1016.47
2028-12-01,"17",1019.22
2029-01-01,"17",1025.36
2029-02-01,"17",1027.88
2029-03-01,"17",1028.65
2029-04-01,"17",1027.46
2029-05-01,"17",1026.17
2029-06-01,"17",1023.5
2029-07-01,"17",1021.66
2029-08-01,"17",1022.92
2029-09-01,"17",1023.42
2029-10-01,"17",1027.35
2029-11-01,"17",1028.36
2029-12-01,"17",1034.61
2030-01-01,"17",1038.45
2030-02-01,"17",1040.68
2030-03-01,"17",1040.48
2030-04-01,"17",1038.9
2030-05-01,"17",1037.96
2030-06-01,"17",1035.83
2030-07-01,"17",1034.87
2030-08-01,"17",1035.74
2030-09-01,"17",1036.11
2030-10-01,"17",1039.27
2030-11-01,"17",1040.86
2030-12-01,"17",1044.08
2031-01-01,"17",1047.5
2031-02-01,"17",1048.64
2031-03-01,"17",1047.89
2031-04-01,"17",1045.03
2031-05-01,"17",1043.26
2031-06-01,"17",1040.03
2031-07-01,"17",1039.64
2031-08-01,"17",1041.65
2031-09-01,"17",1042.21
2031-10-01,"17",1045.37
2031-11-01,"17",1046.97
2031-12-01,"17",1049.58
2032-01-01,"17",1053.14
2032-02-01,"17",1054.26
2032-03-01,"17",1053.61
2032-04-01,"17",1050.29
2032-05-01,"17",1048.22
2032-06-01,"17",1044.69
2032-07-01,"17",1043.77
2032-08-01,"17",1044.87
2032-09-01,"17",1045.45
2032-10-01,"17",1045.44
2032-11-01,"17",1045.63
2032-12-01,"17",1045.97
2033-01-01,"17",1047.47
2033-02-01,"17",1047.34
2033-03-01,"17",1043.76
2033-04-01,"17",1039.04
2033-05-01,"17",1034.82
2033-06-01,"17",1029.23
2033-07-01,"17",1025.94
2033-08-01,"17",1024.98
2033-09-01,"17",1024.11
2033-10-01,"17",1026.94
2033-11-01,"17",1028.03
2033-12-01,"17",1030.79
2034-01-01,"17",1032.57
2034-02-01,"17",1032.48
2034-03-01,"17",1029.16
2034-04-01,"17",1023.97
2034-05-01,"17",1019.94
2034-06-01,"17",1014.59
2034-07-01,"17",1010.75
2034-08-01,"17",1008.94
2034-09-01,"17",1006.95
2034-10-01,"17",1011.67
2034-11-01,"17",1013.49
2034-12-01,"17",1016.74
2035-01-01,"17",1020.28
2035-02-01,"17",1021.26
2035-03-01,"17",1019.9
2035-04-01,"17",1016.47
2035-05-01,"17",1013.84
2035-06-01,"17",1010.06
2035-07-01,"17",1007.83
2035-08-01,"17",1007.88
2035-09-01,"17",1007.33
2035-10-01,"17",1011.53
2035-11-01,"17",1014.06
2035-12-01,"17",1018.08
2036-01-01,"17",1022.44
2036-02-01,"17",1025.1
2036-03-01,"17",1024.26
2036-04-01,"17",1021.04
2036-05-01,"17",1018.54
2036-06-01,"17",1014.11
2036-07-01,"17",1012
2036-08-01,"17",1011.29
2036-09-01,"17",1010.84
2036-10-01,"17",1014.28
2036-11-01,"17",1016.58
2036-12-01,"17",1019.94
2037-01-01,"17",1025.16
2037-02-01,"17",1027.36
2037-03-01,"17",1027.18
2037-04-01,"17",1023.67
2037-05-01,"17",1021.6
2037-06-01,"17",1018.3
2037-07-01,"17",1018.05
2037-08-01,"17",1018.96
2037-09-01,"17",1019.4
2037-10-01,"17",1023.49
2037-11-01,"17",1025.52
2037-12-01,"17",1029
2038-01-01,"17",1031.25
2038-02-01,"17",1031.73
2038-03-01,"17",1031.01
2038-04-01,"17",1026.72
