"datetime","realization","MDE_ele"
2023-01-01,"15",1052.04
2023-02-01,"15",1051.09
2023-03-01,"15",1047.8
2023-04-01,"15",1042.05
2023-05-01,"15",1038.05
2023-06-01,"15",1033.06
2023-07-01,"15",1029.37
2023-08-01,"15",1027.42
2023-09-01,"15",1027.23
2023-10-01,"15",1030.22
2023-11-01,"15",1031.15
2023-12-01,"15",1033.15
2024-01-01,"15",1033.9
2024-02-01,"15",1033.2
2024-03-01,"15",1029.04
2024-04-01,"15",1022.98
2024-05-01,"15",1018.12
2024-06-01,"15",1011.66
2024-07-01,"15",1006.55
2024-08-01,"15",1004.25
2024-09-01,"15",1001.66
2024-10-01,"15",1004.88
2024-11-01,"15",1006.83
2024-12-01,"15",1009.7
2025-01-01,"15",1011.19
2025-02-01,"15",1010.22
2025-03-01,"15",1005.38
2025-04-01,"15",999.44
2025-05-01,"15",993.97
2025-06-01,"15",986.56
2025-07-01,"15",981.01
2025-08-01,"15",977.45
2025-09-01,"15",975.69
2025-10-01,"15",982.14
2025-11-01,"15",984.97
2025-12-01,"15",986.77
2026-01-01,"15",994.8
2026-02-01,"15",999.99
2026-03-01,"15",999.73
2026-04-01,"15",996.52
2026-05-01,"15",995.35
2026-06-01,"15",990.84
2026-07-01,"15",989.87
2026-08-01,"15",998.05
2026-09-01,"15",1002.08
2026-10-01,"15",1006.34
2026-11-01,"15",1007.81
2026-12-01,"15",1010.8
2027-01-01,"15",1013.95
2027-02-01,"15",1013.87
2027-03-01,"15",1011.57
2027-04-01,"15",1005.91
2027-05-01,"15",1001.89
2027-06-01,"15",997.86
2027-07-01,"15",995.29
2027-08-01,"15",999.11
2027-09-01,"15",999.8
2027-10-01,"15",1005.39
2027-11-01,"15",1007.74
2027-12-01,"15",1010.91
2028-01-01,"15",1014.7
2028-02-01,"15",1015.27
2028-03-01,"15",1014.03
2028-04-01,"15",1009.47
2028-05-01,"15",1006.14
2028-06-01,"15",1001.55
2028-07-01,"15",997.95
2028-08-01,"15",1000.25
2028-09-01,"15",1000.2
