"datetime","realization","MDE_ele"
2023-01-01,"12",1054.11
2023-02-01,"12",1054.15
2023-03-01,"12",1051.95
2023-04-01,"12",1046.68
2023-05-01,"12",1043.26
2023-06-01,"12",1039.28
2023-07-01,"12",1038
2023-08-01,"12",1037.5
2023-09-01,"12",1036.59
2023-10-01,"12",1039.2
2023-11-01,"12",1040.76
2023-12-01,"12",1043.6
2024-01-01,"12",1045.27
2024-02-01,"12",1044.97
2024-03-01,"12",1042.3
2024-04-01,"12",1036.2
2024-05-01,"12",1032.24
2024-06-01,"12",1027.78
2024-07-01,"12",1023.26
2024-08-01,"12",1021.53
2024-09-01,"12",1019.29
2024-10-01,"12",1022.83
2024-11-01,"12",1024.19
2024-12-01,"12",1026.98
2025-01-01,"12",1029.09
2025-02-01,"12",1028.96
2025-03-01,"12",1026.16
2025-04-01,"12",1020.17
2025-05-01,"12",1015.8
2025-06-01,"12",1010.32
2025-07-01,"12",1005.43
2025-08-01,"12",1004.02
2025-09-01,"12",1002.3
2025-10-01,"12",1005.59
2025-11-01,"12",1007.02
2025-12-01,"12",1009.89
2026-01-01,"12",1012.74
2026-02-01,"12",1013.02
2026-03-01,"12",1010.53
2026-04-01,"12",1005.06
2026-05-01,"12",1001.59
2026-06-01,"12",996.98
2026-07-01,"12",994.08
2026-08-01,"12",993.35
2026-09-01,"12",994.52
2026-10-01,"12",999.01
2026-11-01,"12",1001.06
2026-12-01,"12",1004.3
2027-01-01,"12",1006.36
2027-02-01,"12",1005.72
2027-03-01,"12",1001.1
2027-04-01,"12",994.31
2027-05-01,"12",988.8
2027-06-01,"12",981.4
2027-07-01,"12",975.56
2027-08-01,"12",974.5
2027-09-01,"12",970.67
2027-10-01,"12",974.8
2027-11-01,"12",977.42
2027-12-01,"12",981.05
2028-01-01,"12",982.1
2028-02-01,"12",981.48
2028-03-01,"12",976.38
2028-04-01,"12",969.98
2028-05-01,"12",964.15
2028-06-01,"12",956.06
2028-07-01,"12",950.23
2028-08-01,"12",946.77
2028-09-01,"12",945.37
2028-10-01,"12",950.9
2028-11-01,"12",952.75
2028-12-01,"12",953.72
2029-01-01,"12",962.78
2029-02-01,"12",968.83
2029-03-01,"12",968.54
2029-04-01,"12",965.03
2029-05-01,"12",965.84
2029-06-01,"12",963.25
2029-07-01,"12",966.09
2029-08-01,"12",980.06
2029-09-01,"12",985.39
2029-10-01,"12",990.57
2029-11-01,"12",992.67
2029-12-01,"12",996.39
2030-01-01,"12",998.91
2030-02-01,"12",998.93
2030-03-01,"12",997.16
2030-04-01,"12",991.57
2030-05-01,"12",987.24
2030-06-01,"12",982.99
2030-07-01,"12",980.32
2030-08-01,"12",985.3
2030-09-01,"12",986.71
