"datetime","realization","MDE_ele"
2023-01-01,"22",1051.92
2023-02-01,"22",1051.76
2023-03-01,"22",1049.21
2023-04-01,"22",1044.31
2023-05-01,"22",1041.46
2023-06-01,"22",1037.05
2023-07-01,"22",1033.51
2023-08-01,"22",1031.23
2023-09-01,"22",1029.37
2023-10-01,"22",1029.15
2023-11-01,"22",1027.92
2023-12-01,"22",1028.1
2024-01-01,"22",1031.52
2024-02-01,"22",1031.68
2024-03-01,"22",1030.04
2024-04-01,"22",1026.62
2024-05-01,"22",1023.14
2024-06-01,"22",1018.09
2024-07-01,"22",1013.58
2024-08-01,"22",1012.14
2024-09-01,"22",1010.47
2024-10-01,"22",1014.06
2024-11-01,"22",1014.55
2024-12-01,"22",1020.67
2025-01-01,"22",1023.41
2025-02-01,"22",1024.6
2025-03-01,"22",1023.12
2025-04-01,"22",1020.27
2025-05-01,"22",1018.03
2025-06-01,"22",1014.4
2025-07-01,"22",1011.9
2025-08-01,"22",1011.32
2025-09-01,"22",1010.58
2025-10-01,"22",1014.18
2025-11-01,"22",1016.01
2025-12-01,"22",1019.66
2026-01-01,"22",1023.87
2026-02-01,"22",1025.48
2026-03-01,"22",1025
2026-04-01,"22",1022.18
2026-05-01,"22",1020.51
2026-06-01,"22",1017.22
2026-07-01,"22",1017.14
2026-08-01,"22",1019.72
2026-09-01,"22",1020.65
2026-10-01,"22",1024.49
2026-11-01,"22",1026.6
2026-12-01,"22",1029.81
2027-01-01,"22",1034.44
2027-02-01,"22",1036.38
2027-03-01,"22",1036.37
2027-04-01,"22",1033.47
2027-05-01,"22",1031.95
2027-06-01,"22",1028.88
2027-07-01,"22",1028.64
2027-08-01,"22",1030.58
2027-09-01,"22",1031.93
2027-10-01,"22",1032.63
2027-11-01,"22",1033.54
2027-12-01,"22",1034.6
2028-01-01,"22",1036.69
2028-02-01,"22",1037.04
2028-03-01,"22",1033.79
2028-04-01,"22",1029.36
2028-05-01,"22",1025.49
2028-06-01,"22",1020.2
2028-07-01,"22",1017.33
2028-08-01,"22",1016.91
2028-09-01,"22",1016.57
2028-10-01,"22",1020.05
2028-11-01,"22",1021.72
2028-12-01,"22",1025.1
2029-01-01,"22",1026.95
2029-02-01,"22",1026.89
2029-03-01,"22",1023.51
2029-04-01,"22",1018.2
2029-05-01,"22",1014.1
2029-06-01,"22",1008.62
2029-07-01,"22",1004.71
2029-08-01,"22",1002.89
2029-09-01,"22",1000.89
2029-10-01,"22",1005.79
2029-11-01,"22",1007.71
2029-12-01,"22",1011.09
2030-01-01,"22",1014.74
2030-02-01,"22",1015.74
2030-03-01,"22",1014.36
2030-04-01,"22",1010.84
2030-05-01,"22",1008.16
2030-06-01,"22",1004.29
2030-07-01,"22",1002.01
2030-08-01,"22",1002.1
2030-09-01,"22",1001.55
2030-10-01,"22",1005.89
2030-11-01,"22",1008.5
2030-12-01,"22",1012.65
2031-01-01,"22",1017.13
2031-02-01,"22",1019.89
2031-03-01,"22",1019.04
2031-04-01,"22",1015.74
2031-05-01,"22",1013.19
2031-06-01,"22",1008.66
2031-07-01,"22",1006.51
2031-08-01,"22",1005.8
2031-09-01,"22",1005.36
2031-10-01,"22",1008.91
2031-11-01,"22",1011.29
2031-12-01,"22",1014.75
2032-01-01,"22",1020.11
2032-02-01,"22",1022.34
2032-03-01,"22",1022.17
2032-04-01,"22",1018.58
2032-05-01,"22",1016.48
2032-06-01,"22",1013.11
2032-07-01,"22",1012.87
2032-08-01,"22",1013.82
2032-09-01,"22",1014.3
2032-10-01,"22",1018.5
2032-11-01,"22",1020.59
2032-12-01,"22",1024.16
2033-01-01,"22",1028.11
2033-02-01,"22",1030.07
2033-03-01,"22",1030.88
2033-04-01,"22",1028.02
2033-05-01,"22",1026.24
2033-06-01,"22",1022.52
2033-07-01,"22",1019.12
2033-08-01,"22",1018.14
2033-09-01,"22",1017.4
2033-10-01,"22",1020.56
2033-11-01,"22",1024.03
2033-12-01,"22",1028.59
2034-01-01,"22",1033.64
2034-02-01,"22",1036.78
2034-03-01,"22",1037.21
2034-04-01,"22",1036.38
2034-05-01,"22",1035.51
2034-06-01,"22",1033.62
2034-07-01,"22",1032.97
2034-08-01,"22",1035.43
2034-09-01,"22",1036.16
2034-10-01,"22",1038.36
2034-11-01,"22",1038.28
2034-12-01,"22",1039.57
2035-01-01,"22",1042.2
2035-02-01,"22",1043.03
2035-03-01,"22",1041.28
2035-04-01,"22",1037.37
2035-05-01,"22",1033.66
2035-06-01,"22",1029.59
2035-07-01,"22",1028.32
2035-08-01,"22",1028.28
2035-09-01,"22",1027.95
2035-10-01,"22",1029.2
2035-11-01,"22",1028.41
2035-12-01,"22",1030.07
2036-01-01,"22",1033.08
2036-02-01,"22",1033.08
2036-03-01,"22",1031.25
2036-04-01,"22",1026.59
2036-05-01,"22",1022.89
2036-06-01,"22",1019.41
2036-07-01,"22",1016.9
2036-08-01,"22",1016.78
2036-09-01,"22",1018.13
2036-10-01,"22",1021.39
2036-11-01,"22",1023.08
2036-12-01,"22",1025.93
2037-01-01,"22",1027.6
2037-02-01,"22",1027.62
2037-03-01,"22",1025.61
2037-04-01,"22",1020.64
2037-05-01,"22",1016.25
2037-06-01,"22",1011.41
2037-07-01,"22",1006.13
2037-08-01,"22",1004.14
2037-09-01,"22",1002.58
2037-10-01,"22",1006.41
2037-11-01,"22",1008.65
2037-12-01,"22",1012.77
2038-01-01,"22",1016.61
2038-02-01,"22",1018.65
2038-03-01,"22",1020.19
2038-04-01,"22",1016.04
2038-05-01,"22",1012.07
2038-06-01,"22",1005.49
2038-07-01,"22",1001.05
2038-08-01,"22",999.46
2038-09-01,"22",997.94
2038-10-01,"22",1003.22
2038-11-01,"22",1005.79
2038-12-01,"22",1010.96
2039-01-01,"22",1023.74
2039-02-01,"22",1032.55
2039-03-01,"22",1038.34
2039-04-01,"22",1035.65
2039-05-01,"22",1033.14
2039-06-01,"22",1031.08
2039-07-01,"22",1031.68
2039-08-01,"22",1041.05
2039-09-01,"22",1046.63
2039-10-01,"22",1048.04
2039-11-01,"22",1048.29
2039-12-01,"22",1050.1
2040-01-01,"22",1051.81
2040-02-01,"22",1051.42
2040-03-01,"22",1049.55
2040-04-01,"22",1044.5
2040-05-01,"22",1041.32
2040-06-01,"22",1036.45
2040-07-01,"22",1032.96
2040-08-01,"22",1031.1
2040-09-01,"22",1029.9
2040-10-01,"22",1030.45
2040-11-01,"22",1028.92
2040-12-01,"22",1030.64
2041-01-01,"22",1038.59
2041-02-01,"22",1043.98
2041-03-01,"22",1049.73
2041-04-01,"22",1048.95
2041-05-01,"22",1050.34
2041-06-01,"22",1050.33
2041-07-01,"22",1051.73
2041-08-01,"22",1054.27
2041-09-01,"22",1055.93
2041-10-01,"22",1059.04
2041-11-01,"22",1061.33
2041-12-01,"22",1064.35
2042-01-01,"22",1067.48
2042-02-01,"22",1068.39
2042-03-01,"22",1066.22
2042-04-01,"22",1063.97
2042-05-01,"22",1062.36
2042-06-01,"22",1059.72
2042-07-01,"22",1059.17
2042-08-01,"22",1059.76
2042-09-01,"22",1059.65
2042-10-01,"22",1062.12
2042-11-01,"22",1063.75
2042-12-01,"22",1065.17
2043-01-01,"22",1067.42
2043-02-01,"22",1067.94
2043-03-01,"22",1068
2043-04-01,"22",1065.35
2043-05-01,"22",1063.36
2043-06-01,"22",1060.52
2043-07-01,"22",1059.22
2043-08-01,"22",1060.31
2043-09-01,"22",1061.33
2043-10-01,"22",1063.58
2043-11-01,"22",1065.09
2043-12-01,"22",1066.3
2044-01-01,"22",1068.23
2044-02-01,"22",1070.16
2044-03-01,"22",1070.7
2044-04-01,"22",1069.8
2044-05-01,"22",1069.27
2044-06-01,"22",1067.42
2044-07-01,"22",1067.1
2044-08-01,"22",1067.7
2044-09-01,"22",1067.87
2044-10-01,"22",1070.29
2044-11-01,"22",1070.66
2044-12-01,"22",1071.11
2045-01-01,"22",1075.26
2045-02-01,"22",1076.38
2045-03-01,"22",1075.55
2045-04-01,"22",1071.82
2045-05-01,"22",1069.75
2045-06-01,"22",1067.27
2045-07-01,"22",1067.31
2045-08-01,"22",1068.15
2045-09-01,"22",1068.27
2045-10-01,"22",1070.2
