"datetime","realization","MDE_ele"
2023-01-01,"28",1052.38
2023-02-01,"28",1052.05
2023-03-01,"28",1048.81
2023-04-01,"28",1043.81
2023-05-01,"28",1039.9
2023-06-01,"28",1034.81
2023-07-01,"28",1031.2
2023-08-01,"28",1029.44
2023-09-01,"28",1027.31
2023-10-01,"28",1028.28
2023-11-01,"28",1026.93
2023-12-01,"28",1027.37
2024-01-01,"28",1029.42
2024-02-01,"28",1029.06
2024-03-01,"28",1026.43
2024-04-01,"28",1021.78
2024-05-01,"28",1017.98
2024-06-01,"28",1012.97
2024-07-01,"28",1009.36
2024-08-01,"28",1007.96
2024-09-01,"28",1006.13
2024-10-01,"28",1009.56
2024-11-01,"28",1011.32
2024-12-01,"28",1014.64
2025-01-01,"28",1018.67
2025-02-01,"28",1021
2025-03-01,"28",1019.75
2025-04-01,"28",1016.05
2025-05-01,"28",1013.08
2025-06-01,"28",1008.12
2025-07-01,"28",1005.53
2025-08-01,"28",1004.39
2025-09-01,"28",1003.51
2025-10-01,"28",1006.67
2025-11-01,"28",1008.65
2025-12-01,"28",1011.75
2026-01-01,"28",1017.11
2026-02-01,"28",1019.32
2026-03-01,"28",1019.07
2026-04-01,"28",1015.35
2026-05-01,"28",1013.14
2026-06-01,"28",1009.64
2026-07-01,"28",1009.33
2026-08-01,"28",1010.23
2026-09-01,"28",1010.64
2026-10-01,"28",1014.85
2026-11-01,"28",1016.9
2026-12-01,"28",1020.47
2027-01-01,"28",1024.53
2027-02-01,"28",1026.58
2027-03-01,"28",1027.44
2027-04-01,"28",1024.59
2027-05-01,"28",1022.83
2027-06-01,"28",1019.1
2027-07-01,"28",1015.7
2027-08-01,"28",1014.76
2027-09-01,"28",1014.07
2027-10-01,"28",1017.33
2027-11-01,"28",1020.91
2027-12-01,"28",1025.59
2028-01-01,"28",1030.7
2028-02-01,"28",1033.85
2028-03-01,"28",1034.27
2028-04-01,"28",1033.43
2028-05-01,"28",1032.53
2028-06-01,"28",1030.61
2028-07-01,"28",1029.95
2028-08-01,"28",1032.44
2028-09-01,"28",1033.18
2028-10-01,"28",1035.4
2028-11-01,"28",1035.31
2028-12-01,"28",1036.61
2029-01-01,"28",1039.27
2029-02-01,"28",1040.09
2029-03-01,"28",1038.3
2029-04-01,"28",1034.33
2029-05-01,"28",1030.56
2029-06-01,"28",1026.42
2029-07-01,"28",1025.13
2029-08-01,"28",1025.09
2029-09-01,"28",1024.75
2029-10-01,"28",1028.37
2029-11-01,"28",1029.6
2029-12-01,"28",1032.86
2030-01-01,"28",1035.09
2030-02-01,"28",1034.45
2030-03-01,"28",1031.94
2030-04-01,"28",1026.66
2030-05-01,"28",1022.31
2030-06-01,"28",1018.13
2030-07-01,"28",1014.82
2030-08-01,"28",1013.86
2030-09-01,"28",1014.61
2030-10-01,"28",1017.92
2030-11-01,"28",1019.62
2030-12-01,"28",1022.51
2031-01-01,"28",1026.44
2031-02-01,"28",1026.53
2031-03-01,"28",1025.1
2031-04-01,"28",1020.34
2031-05-01,"28",1015.85
2031-06-01,"28",1010.89
2031-07-01,"28",1005.44
2031-08-01,"28",1003.94
2031-09-01,"28",1001.58
2031-10-01,"28",1005.75
2031-11-01,"28",1008.34
2031-12-01,"28",1012.77
2032-01-01,"28",1016.81
2032-02-01,"28",1019.39
2032-03-01,"28",1021.71
2032-04-01,"28",1018.35
2032-05-01,"28",1015.33
2032-06-01,"28",1008.73
2032-07-01,"28",1003.19
2032-08-01,"28",1000.36
2032-09-01,"28",997.88
2032-10-01,"28",1003.17
2032-11-01,"28",1005.74
2032-12-01,"28",1010.9
2033-01-01,"28",1023.18
2033-02-01,"28",1031.44
2033-03-01,"28",1036.45
2033-04-01,"28",1033.36
2033-05-01,"28",1031.16
2033-06-01,"28",1029.61
2033-07-01,"28",1032.31
2033-08-01,"28",1043.54
2033-09-01,"28",1050.4
2033-10-01,"28",1051.77
2033-11-01,"28",1052
2033-12-01,"28",1053.77
2034-01-01,"28",1055.44
2034-02-01,"28",1055.07
2034-03-01,"28",1053.23
2034-04-01,"28",1048.26
