"datetime","realization","MDE_ele"
2023-01-01,"23",1053.72
2023-02-01,"23",1053.62
2023-03-01,"23",1051.9
2023-04-01,"23",1048.57
2023-05-01,"23",1045.23
2023-06-01,"23",1040.5
2023-07-01,"23",1036.25
2023-08-01,"23",1034.72
2023-09-01,"23",1032.97
2023-10-01,"23",1033.59
2023-11-01,"23",1031.7
2023-12-01,"23",1035.41
2024-01-01,"23",1037.38
2024-02-01,"23",1037.94
2024-03-01,"23",1035.96
2024-04-01,"23",1032.72
2024-05-01,"23",1030.12
2024-06-01,"23",1026.18
2024-07-01,"23",1023.19
2024-08-01,"23",1022
2024-09-01,"23",1020.81
2024-10-01,"23",1024.2
2024-11-01,"23",1025.9
2024-12-01,"23",1029.37
2025-01-01,"23",1032.87
2025-02-01,"23",1033.92
2025-03-01,"23",1032.94
2025-04-01,"23",1029.7
2025-05-01,"23",1027.64
2025-06-01,"23",1023.99
2025-07-01,"23",1023.43
2025-08-01,"23",1025.46
2025-09-01,"23",1025.91
2025-10-01,"23",1029.16
2025-11-01,"23",1030.73
2025-12-01,"23",1033.38
2026-01-01,"23",1034.82
2026-02-01,"23",1033.92
2026-03-01,"23",1030.91
2026-04-01,"23",1025.14
2026-05-01,"23",1020.72
2026-06-01,"23",1014.45
2026-07-01,"23",1010.79
2026-08-01,"23",1009.29
2026-09-01,"23",1007.93
2026-10-01,"23",1010.74
2026-11-01,"23",1013.42
2026-12-01,"23",1015.8
2027-01-01,"23",1018.8
2027-02-01,"23",1019.83
2027-03-01,"23",1016.98
2027-04-01,"23",1012.82
2027-05-01,"23",1009.18
2027-06-01,"23",1004.05
2027-07-01,"23",1001.67
2027-08-01,"23",1001.96
2027-09-01,"23",1002.17
2027-10-01,"23",1006
2027-11-01,"23",1007.88
2027-12-01,"23",1011.59
2028-01-01,"23",1015.4
2028-02-01,"23",1016.96
2028-03-01,"23",1015.14
2028-04-01,"23",1011.24
2028-05-01,"23",1008.54
2028-06-01,"23",1004.55
2028-07-01,"23",1002.41
2028-08-01,"23",1002.5
2028-09-01,"23",1002.02
2028-10-01,"23",1007.27
2028-11-01,"23",1009.55
2028-12-01,"23",1013.28
2029-01-01,"23",1016.88
2029-02-01,"23",1017.87
2029-03-01,"23",1016.5
2029-04-01,"23",1013.01
2029-05-01,"23",1010.35
2029-06-01,"23",1006.52
2029-07-01,"23",1004.26
2029-08-01,"23",1004.33
2029-09-01,"23",1003.78
2029-10-01,"23",1008.07
2029-11-01,"23",1010.64
2029-12-01,"23",1014.74
2030-01-01,"23",1019.17
2030-02-01,"23",1021.9
2030-03-01,"23",1021.05
2030-04-01,"23",1017.78
2030-05-01,"23",1015.25
2030-06-01,"23",1010.77
2030-07-01,"23",1008.63
2030-08-01,"23",1007.92
2030-09-01,"23",1007.48
2030-10-01,"23",1010.99
2030-11-01,"23",1013.33
2030-12-01,"23",1016.75
2031-01-01,"23",1022.06
2031-02-01,"23",1024.29
2031-03-01,"23",1024.11
2031-04-01,"23",1020.55
2031-05-01,"23",1018.47
2031-06-01,"23",1015.12
2031-07-01,"23",1014.88
2031-08-01,"23",1015.82
2031-09-01,"23",1016.28
2031-10-01,"23",1020.44
2031-11-01,"23",1022.51
2031-12-01,"23",1026.04
2032-01-01,"23",1028.3
2032-02-01,"23",1028.76
2032-03-01,"23",1028.01
2032-04-01,"23",1023.65
2032-05-01,"23",1020.44
2032-06-01,"23",1015.14
2032-07-01,"23",1009.93
2032-08-01,"23",1007.13
2032-09-01,"23",1004.94
2032-10-01,"23",1007.99
2032-11-01,"23",1011.38
2032-12-01,"23",1015.92
2033-01-01,"23",1021.63
2033-02-01,"23",1025.29
2033-03-01,"23",1026.07
2033-04-01,"23",1025.55
2033-05-01,"23",1024.9
2033-06-01,"23",1023.19
2033-07-01,"23",1022.8
2033-08-01,"23",1025.67
2033-09-01,"23",1026.71
2033-10-01,"23",1029.32
2033-11-01,"23",1029.55
2033-12-01,"23",1031.2
2034-01-01,"23",1034.01
2034-02-01,"23",1034.93
2034-03-01,"23",1033.18
2034-04-01,"23",1029.2
2034-05-01,"23",1025.42
2034-06-01,"23",1021.26
2034-07-01,"23",1020.03
2034-08-01,"23",1020.08
2034-09-01,"23",1019.82
2034-10-01,"23",1023.62
2034-11-01,"23",1024.97
2034-12-01,"23",1028.38
2035-01-01,"23",1033.8
2035-02-01,"23",1033.61
2035-03-01,"23",1031.79
2035-04-01,"23",1026.23
2035-05-01,"23",1021.13
2035-06-01,"23",1014.56
2035-07-01,"23",1008.46
2035-08-01,"23",1004.79
2035-09-01,"23",1003.04
