"AMA","Recharge Facility","Water User","Year","Group","Data","Variable","deliveries"
"Phoenix","AFRP Constructed","Chandler",2017,"USF Deliveries","Recharge","Scheduled","1400"
"Phoenix","AFRP Constructed","Chandler",2017,"USF Deliveries","Recharge","Remaining","0"
"Phoenix","AFRP Constructed","Gilbert",2017,"USF Deliveries","Recharge","Delivered","1308"
"Phoenix","AFRP Constructed","Gilbert",2017,"USF Deliveries","Recharge","Scheduled","1308"
"Phoenix","AFRP Constructed","Gilbert",2017,"USF Deliveries","Recharge","Remaining","0"
"Phoenix","AFRP Constructed","Glendale",2017,"USF Deliveries","Recharge","Delivered","300"
"Phoenix","AFRP Constructed","Glendale",2017,"USF Deliveries","Recharge","Scheduled","300"
"Phoenix","AFRP Constructed","Glendale",2017,"USF Deliveries","Recharge","Remaining","0"
"Phoenix","AFRP Constructed","Peoria",2017,"USF Deliveries","Recharge","Delivered","8110"
"Phoenix","AFRP Constructed","Peoria",2017,"USF Deliveries","Recharge","Scheduled","8110"
"Phoenix","AFRP Constructed","Peoria",2017,"USF Deliveries","Recharge","Remaining","0"
"Phoenix","AFRP Constructed","Total",2017,"USF Deliveries","Recharge","Delivered","16766"
"Phoenix","AFRP Constructed","Total",2017,"USF Deliveries","Recharge","Scheduled","16766"
"Phoenix","AFRP Constructed","Total",2017,"USF Deliveries","Recharge","Remaining","0"
"Phoenix","GRUSP","Chandler",2017,"USF Deliveries","Recharge","Delivered","3450"
"Phoenix","GRUSP","Chandler",2017,"USF Deliveries","Recharge","Scheduled","3450"
"Phoenix","GRUSP","Chandler",2017,"USF Deliveries","Recharge","Remaining","0"
"Phoenix","GRUSP","GRIC",2017,"USF Deliveries","Recharge","Delivered","6312"
"Phoenix","GRUSP","GRIC",2017,"USF Deliveries","Recharge","Scheduled","6312"
"Phoenix","GRUSP","GRIC",2017,"USF Deliveries","Recharge","Remaining","0"
"Phoenix","GRUSP","Phoenix",2017,"USF Deliveries","Recharge","Delivered","14026"
"Phoenix","GRUSP","Phoenix",2017,"USF Deliveries","Recharge","Scheduled","14026"
"Phoenix","GRUSP","Phoenix",2017,"USF Deliveries","Recharge","Remaining","0"
"Phoenix","GRUSP","Scottsdale",2017,"USF Deliveries","Recharge","Delivered","1366"
"Phoenix","GRUSP","Scottsdale",2017,"USF Deliveries","Recharge","Scheduled","2134"
"Phoenix","GRUSP","Scottsdale",2017,"USF Deliveries","Recharge","Remaining","768"
"Phoenix","GRUSP","Tempe",2017,"USF Deliveries","Recharge","Delivered","1059"
"Phoenix","GRUSP","Tempe",2017,"USF Deliveries","Recharge","Scheduled","1529"
"Phoenix","GRUSP","Tempe",2017,"USF Deliveries","Recharge","Remaining","470"
"Phoenix","GRUSP","Total",2017,"USF Deliveries","Recharge","Delivered","26213"
"Phoenix","GRUSP","Total",2017,"USF Deliveries","Recharge","Scheduled","27451"
"Phoenix","GRUSP","Total",2017,"USF Deliveries","Recharge","Remaining","1238"
"Phoenix","HMRP","Avondale",2017,"USF Deliveries","Recharge","Delivered","3974"
"Phoenix","HMRP","Avondale",2017,"USF Deliveries","Recharge","Scheduled","3974"
"Phoenix","HMRP","Avondale",2017,"USF Deliveries","Recharge","Remaining","0"
"Phoenix","HMRP","AWBA Phx AMA",2017,"USF Deliveries","Recharge","Delivered","1900"
"Phoenix","HMRP","AWBA Phx AMA",2017,"USF Deliveries","Recharge","Scheduled","1900"
"Phoenix","HMRP","AWBA Phx AMA",2017,"USF Deliveries","Recharge","Remaining","0"
"Phoenix","HMRP","CAGRD",2017,"USF Deliveries","Recharge","Delivered","1258"
"Phoenix","HMRP","CAGRD",2017,"USF Deliveries","Recharge","Scheduled","1258"
"Phoenix","HMRP","CAGRD",2017,"USF Deliveries","Recharge","Remaining","0"
"Phoenix","HMRP","Del Webb/Pulte",2017,"USF Deliveries","Recharge","Delivered","1186"
"Phoenix","HMRP","Del Webb/Pulte",2017,"USF Deliveries","Recharge","Scheduled","1186"
"Phoenix","HMRP","Del Webb/Pulte",2017,"USF Deliveries","Recharge","Remaining","0"
"Phoenix","HMRP","El Mirage",2017,"USF Deliveries","Recharge","Delivered","508"
"Phoenix","HMRP","El Mirage",2017,"USF Deliveries","Recharge","Scheduled","508"
"Phoenix","HMRP","El Mirage",2017,"USF Deliveries","Recharge","Remaining","0"
"Phoenix","HMRP","Glendale",2017,"USF Deliveries","Recharge","Delivered","2445"
"Phoenix","HMRP","Glendale",2017,"USF Deliveries","Recharge","Scheduled","2445"
"Phoenix","HMRP","Glendale",2017,"USF Deliveries","Recharge","Remaining","0"
"Phoenix","HMRP","Goodyear",2017,"USF Deliveries","Recharge","Delivered","8744"
"Phoenix","HMRP","Goodyear",2017,"USF Deliveries","Recharge","Scheduled","8744"
"Phoenix","HMRP","Goodyear",2017,"USF Deliveries","Recharge","Remaining","0"
"Phoenix","HMRP","Peoria",2017,"USF Deliveries","Recharge","Delivered","1257"
"Phoenix","HMRP","Peoria",2017,"USF Deliveries","Recharge","Scheduled","1257"
"Phoenix","HMRP","Peoria",2017,"USF Deliveries","Recharge","Remaining","0"
"Phoenix","HMRP","Tohono O'odham - SX",2017,"USF Deliveries","Recharge","Delivered","1445"
"Phoenix","HMRP","Tohono O'odham - SX",2017,"USF Deliveries","Recharge","Scheduled","1445"
"Phoenix","HMRP","Tohono O'odham - SX",2017,"USF Deliveries","Recharge","Remaining","0"
"Phoenix","HMRP","Total",2017,"USF Deliveries","Recharge","Delivered","22717"
"Phoenix","HMRP","Total",2017,"USF Deliveries","Recharge","Scheduled","22717"
"Phoenix","HMRP","Total",2017,"USF Deliveries","Recharge","Remaining","0"
"Phoenix","SMRP","Chandler",2017,"USF Deliveries","Recharge","Delivered","2437"
"Phoenix","SMRP","Chandler",2017,"USF Deliveries","Recharge","Scheduled","2437"
"Phoenix","SMRP","Chandler",2017,"USF Deliveries","Recharge","Remaining","0"
"Phoenix","SMRP","Gilbert",2017,"USF Deliveries","Recharge","Delivered","9180"
"Phoenix","SMRP","Gilbert",2017,"USF Deliveries","Recharge","Scheduled","9180"
"Phoenix","SMRP","Gilbert",2017,"USF Deliveries","Recharge","Remaining","0"
"Phoenix","SMRP","Scottsdale",2017,"USF Deliveries","Recharge","Delivered","13364"
"Phoenix","SMRP","Scottsdale",2017,"USF Deliveries","Recharge","Scheduled","13364"
"Phoenix","SMRP","Scottsdale",2017,"USF Deliveries","Recharge","Remaining","0"
"Phoenix","SMRP","Total",2017,"USF Deliveries","Recharge","Delivered","24981"
"Phoenix","SMRP","Total",2017,"USF Deliveries","Recharge","Scheduled","24981"
"Phoenix","SMRP","Total",2017,"USF Deliveries","Recharge","Remaining","0"
"Phoenix","Wetlands of Avondale","Phoenix",2017,"USF Deliveries","Recharge","Delivered","907"
"Phoenix","Wetlands of Avondale","Phoenix",2017,"USF Deliveries","Recharge","Scheduled","948"
"Phoenix","Wetlands of Avondale","Phoenix",2017,"USF Deliveries","Recharge","Remaining","41"
"Phoenix","Wetlands of Avondale","Total",2017,"USF Deliveries","Recharge","Delivered","907"
"Phoenix","Wetlands of Avondale","Total",2017,"USF Deliveries","Recharge","Scheduled","948"
"Phoenix","Wetlands of Avondale","Total",2017,"USF Deliveries","Recharge","Remaining","41"
"Pinal","MAR 5","GRIC",2017,"USF Deliveries","Recharge","Delivered","11102"
"Pinal","MAR 5","GRIC",2017,"USF Deliveries","Recharge","Scheduled","11090"
"Pinal","MAR 5","GRIC",2017,"USF Deliveries","Recharge","Remaining","-12"
"Pinal","MAR 5","Total",2017,"USF Deliveries","Recharge","Delivered","11102"
"Pinal","MAR 5","Total",2017,"USF Deliveries","Recharge","Scheduled","11090"
"Pinal","MAR 5","Total",2017,"USF Deliveries","Recharge","Remaining","-12"
"Tucson","AVRP","Metro DWID",2017,"USF Deliveries","Recharge","Delivered","2951"
"Tucson","AVRP","Metro DWID",2017,"USF Deliveries","Recharge","Scheduled","2951"
"Tucson","AVRP","Metro DWID",2017,"USF Deliveries","Recharge","Remaining","0"
"Tucson","AVRP","Phoenix",2017,"USF Deliveries","Recharge","Delivered","3500"
"Tucson","AVRP","Phoenix",2017,"USF Deliveries","Recharge","Scheduled","3500"
"Tucson","AVRP","Phoenix",2017,"USF Deliveries","Recharge","Remaining","0"
"Tucson","AVRP","Total",2017,"USF Deliveries","Recharge","Delivered","6451"
"Tucson","AVRP","Total",2017,"USF Deliveries","Recharge","Scheduled","6451"
"Tucson","AVRP","Total",2017,"USF Deliveries","Recharge","Remaining","0"
"Tucson","CAVSARP","Oro Valley",2017,"USF Deliveries","Recharge","Delivered","2300"
"Tucson","CAVSARP","Oro Valley",2017,"USF Deliveries","Recharge","Scheduled","2300"
"Tucson","CAVSARP","Oro Valley",2017,"USF Deliveries","Recharge","Remaining","0"
"Tucson","CAVSARP","Tucson",2017,"USF Deliveries","Recharge","Delivered","61603"
"Tucson","CAVSARP","Tucson",2017,"USF Deliveries","Recharge","Scheduled","61603"
"Tucson","CAVSARP","Tucson",2017,"USF Deliveries","Recharge","Remaining","0"
"Tucson","CAVSARP","Total",2017,"USF Deliveries","Recharge","Delivered","63903"
"Tucson","CAVSARP","Total",2017,"USF Deliveries","Recharge","Scheduled","63903"
"Tucson","CAVSARP","Total",2017,"USF Deliveries","Recharge","Remaining","0"
"Tucson","LSCRP","Ak-Chin",2017,"USF Deliveries","Recharge","Delivered","2535"
"Tucson","LSCRP","Ak-Chin",2017,"USF Deliveries","Recharge","Scheduled","2535"
"Tucson","LSCRP","Ak-Chin",2017,"USF Deliveries","Recharge","Remaining","0"
"Tucson","LSCRP","AWBA Tucson AMA",2017,"USF Deliveries","Recharge","Delivered","1"
"Tucson","LSCRP","AWBA Tucson AMA",2017,"USF Deliveries","Recharge","Scheduled","1"
"Tucson","LSCRP","AWBA Tucson AMA",2017,"USF Deliveries","Recharge","Remaining","0"
"Tucson","LSCRP","CAGRD",2017,"USF Deliveries","Recharge","Delivered","1908"
"Tucson","LSCRP","CAGRD",2017,"USF Deliveries","Recharge","Scheduled","1908"
"Tucson","LSCRP","CAGRD",2017,"USF Deliveries","Recharge","Remaining","0"
"Tucson","LSCRP","FWID",2017,"USF Deliveries","Recharge","Delivered","2800"
"Tucson","LSCRP","FWID",2017,"USF Deliveries","Recharge","Scheduled","2800"
"Tucson","LSCRP","FWID",2017,"USF Deliveries","Recharge","Remaining","0"
"Tucson","LSCRP","Metro DWID",2017,"USF Deliveries","Recharge","Delivered","1000"
"Tucson","LSCRP","Metro DWID",2017,"USF Deliveries","Recharge","Scheduled","1000"
"Tucson","LSCRP","Metro DWID",2017,"USF Deliveries","Recharge","Remaining","0"
"Tucson","LSCRP","Oro Valley",2017,"USF Deliveries","Recharge","Delivered","4005"
"Tucson","LSCRP","Oro Valley",2017,"USF Deliveries","Recharge","Scheduled","4005"
"Tucson","LSCRP","Oro Valley",2017,"USF Deliveries","Recharge","Remaining","0"
"Tucson","LSCRP","Tohono O'odham - ST",2017,"USF Deliveries","Recharge","Delivered","2390"
"Tucson","LSCRP","Tohono O'odham - ST",2017,"USF Deliveries","Recharge","Scheduled","0"
"Tucson","LSCRP","Tohono O'odham - ST",2017,"USF Deliveries","Recharge","Remaining","-2390"
"Tucson","LSCRP","Tohono O'odham - SX",2017,"USF Deliveries","Recharge","Delivered","1110"
"Tucson","LSCRP","Tohono O'odham - SX",2017,"USF Deliveries","Recharge","Scheduled","1110"
"Tucson","LSCRP","Tohono O'odham - SX",2017,"USF Deliveries","Recharge","Remaining","0"
"Tucson","LSCRP","Total",2017,"USF Deliveries","Recharge","Delivered","15749"
"Tucson","LSCRP","Total",2017,"USF Deliveries","Recharge","Scheduled","13359"
"Tucson","LSCRP","Total",2017,"USF Deliveries","Recharge","Remaining","-2390"
"Tucson","PMRRP","CAGRD",2017,"USF Deliveries","Recharge","Delivered","1490"
"Tucson","PMRRP","CAGRD",2017,"USF Deliveries","Recharge","Scheduled","1490"
"Tucson","PMRRP","CAGRD",2017,"USF Deliveries","Recharge","Remaining","0"
"Tucson","PMRRP","Spanish Trail WC",2017,"USF Deliveries","Recharge","Delivered","100"
"Tucson","PMRRP","Spanish Trail WC",2017,"USF Deliveries","Recharge","Scheduled","100"
"Tucson","PMRRP","Spanish Trail WC",2017,"USF Deliveries","Recharge","Remaining","0"
"Tucson","PMRRP","Tucson",2017,"USF Deliveries","Recharge","Delivered","23984"
"Tucson","PMRRP","Tucson",2017,"USF Deliveries","Recharge","Scheduled","23984"
"Tucson","PMRRP","Tucson",2017,"USF Deliveries","Recharge","Remaining","0"
"Tucson","PMRRP","Total",2017,"USF Deliveries","Recharge","Delivered","25574"
"Tucson","PMRRP","Total",2017,"USF Deliveries","Recharge","Scheduled","25574"
"Tucson","PMRRP","Total",2017,"USF Deliveries","Recharge","Remaining","0"
"Tucson","SAVSARP","Metro DWID",2017,"USF Deliveries","Recharge","Delivered","309"
"Tucson","SAVSARP","Metro DWID",2017,"USF Deliveries","Recharge","Scheduled","309"
"Tucson","SAVSARP","Metro DWID",2017,"USF Deliveries","Recharge","Remaining","0"
"Tucson","SAVSARP","Pascua Yaqui",2017,"USF Deliveries","Recharge","Delivered","770"
"Tucson","SAVSARP","Pascua Yaqui",2017,"USF Deliveries","Recharge","Scheduled","770"
"Tucson","SAVSARP","Pascua Yaqui",2017,"USF Deliveries","Recharge","Remaining","0"
"Tucson","SAVSARP","Pascua Yaqui - SCAT",2017,"USF Deliveries","Recharge","Delivered","2230"
"Tucson","SAVSARP","Pascua Yaqui - SCAT",2017,"USF Deliveries","Recharge","Scheduled","2230"
"Tucson","SAVSARP","Pascua Yaqui - SCAT",2017,"USF Deliveries","Recharge","Remaining","0"
"Tucson","SAVSARP","Phoenix",2017,"USF Deliveries","Recharge","Delivered","36500"
"Tucson","SAVSARP","Phoenix",2017,"USF Deliveries","Recharge","Scheduled","36500"
"Tucson","SAVSARP","Phoenix",2017,"USF Deliveries","Recharge","Remaining","0"
"Tucson","SAVSARP","Tucson",2017,"USF Deliveries","Recharge","Delivered","20671"
"Tucson","SAVSARP","Tucson",2017,"USF Deliveries","Recharge","Scheduled","20659"
"Tucson","SAVSARP","Tucson",2017,"USF Deliveries","Recharge","Remaining","-12"
"Tucson","SAVSARP","Vail WC",2017,"USF Deliveries","Recharge","Delivered","1100"
"Tucson","SAVSARP","Vail WC",2017,"USF Deliveries","Recharge","Scheduled","1100"
"Tucson","SAVSARP","Vail WC",2017,"USF Deliveries","Recharge","Remaining","0"
"Tucson","SAVSARP","Total",2017,"USF Deliveries","Recharge","Delivered","61580"
"Tucson","SAVSARP","Total",2017,"USF Deliveries","Recharge","Scheduled","61568"
"Tucson","SAVSARP","Total",2017,"USF Deliveries","Recharge","Remaining","-12"
"Total",NA,NA,2017,"USF Deliveries","Recharge","Delivered","275943"
"Total",NA,NA,2017,"USF Deliveries","Recharge","Scheduled","274808"
"Total",NA,NA,2017,"USF Deliveries","Recharge","Remaining","-1135"
"Phoenix","MWD","AZWC, White Tank",2018,"GSF Deliveries","Recharge","Delivered","625"
"Phoenix","MWD","AZWC, White Tank",2018,"GSF Deliveries","Recharge","Scheduled","625"
"Phoenix","MWD","AZWC, White Tank",2018,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","MWD","CAGRD",2018,"GSF Deliveries","Recharge","Delivered","1000"
"Phoenix","MWD","CAGRD",2018,"GSF Deliveries","Recharge","Scheduled","1000"
"Phoenix","MWD","CAGRD",2018,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","MWD","Chaparral City WC",2018,"GSF Deliveries","Recharge","Delivered","1650"
"Phoenix","MWD","Chaparral City WC",2018,"GSF Deliveries","Recharge","Scheduled","1600"
"Phoenix","MWD","Chaparral City WC",2018,"GSF Deliveries","Recharge","Remaining","-50"
"Phoenix","MWD","Del Webb/Pulte",2018,"GSF Deliveries","Recharge","Delivered","357"
"Phoenix","MWD","Del Webb/Pulte",2018,"GSF Deliveries","Recharge","Scheduled","357"
"Phoenix","MWD","Del Webb/Pulte",2018,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","MWD","EPCOR, PV",2018,"GSF Deliveries","Recharge","Delivered","3231"
"Phoenix","MWD","EPCOR, PV",2018,"GSF Deliveries","Recharge","Scheduled","3231"
"Phoenix","MWD","EPCOR, PV",2018,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","MWD","EPCOR, SC",2018,"GSF Deliveries","Recharge","Delivered","4189"
"Phoenix","MWD","EPCOR, SC",2018,"GSF Deliveries","Recharge","Scheduled","4189"
"Phoenix","MWD","EPCOR, SC",2018,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","MWD","EPCOR, SCW",2018,"GSF Deliveries","Recharge","Delivered","2372"
"Phoenix","MWD","EPCOR, SCW",2018,"GSF Deliveries","Recharge","Scheduled","2372"
"Phoenix","MWD","EPCOR, SCW",2018,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","MWD","Glendale",2018,"GSF Deliveries","Recharge","Delivered","477"
"Phoenix","MWD","Glendale",2018,"GSF Deliveries","Recharge","Scheduled","477"
"Phoenix","MWD","Glendale",2018,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","MWD","Surprise",2018,"GSF Deliveries","Recharge","Delivered","2000"
"Phoenix","MWD","Surprise",2018,"GSF Deliveries","Recharge","Scheduled","2000"
"Phoenix","MWD","Surprise",2018,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","MWD","Total",2018,"GSF Deliveries","Recharge","Delivered","15901"
"Phoenix","MWD","Total",2018,"GSF Deliveries","Recharge","Scheduled","15851"
"Phoenix","MWD","Total",2018,"GSF Deliveries","Recharge","Remaining","-50"
"Phoenix","NMIDD","AWBA Interstate",2018,"GSF Deliveries","Recharge","Delivered","3000"
"Phoenix","NMIDD","AWBA Interstate",2018,"GSF Deliveries","Recharge","Scheduled","3000"
"Phoenix","NMIDD","AWBA Interstate",2018,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","NMIDD","CAGRD",2018,"GSF Deliveries","Recharge","Delivered","9188"
"Phoenix","NMIDD","CAGRD",2018,"GSF Deliveries","Recharge","Scheduled","9300"
"Phoenix","NMIDD","CAGRD",2018,"GSF Deliveries","Recharge","Remaining","112"
"Phoenix","NMIDD","Gilbert",2018,"GSF Deliveries","Recharge","Delivered","14500"
"Phoenix","NMIDD","Gilbert",2018,"GSF Deliveries","Recharge","Scheduled","14500"
"Phoenix","NMIDD","Gilbert",2018,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","NMIDD","GRIC",2018,"GSF Deliveries","Recharge","Delivered","15000"
"Phoenix","NMIDD","GRIC",2018,"GSF Deliveries","Recharge","Scheduled","15000"
"Phoenix","NMIDD","GRIC",2018,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","NMIDD","Surprise",2018,"GSF Deliveries","Recharge","Delivered","5000"
"Phoenix","NMIDD","Surprise",2018,"GSF Deliveries","Recharge","Scheduled","5000"
"Phoenix","NMIDD","Surprise",2018,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","NMIDD","Tohono O'odham - SX",2018,"GSF Deliveries","Recharge","Delivered","25000"
"Phoenix","NMIDD","Tohono O'odham - SX",2018,"GSF Deliveries","Recharge","Scheduled","25000"
"Phoenix","NMIDD","Tohono O'odham - SX",2018,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","NMIDD","Total",2018,"GSF Deliveries","Recharge","Delivered","71688"
"Phoenix","NMIDD","Total",2018,"GSF Deliveries","Recharge","Scheduled","71800"
"Phoenix","NMIDD","Total",2018,"GSF Deliveries","Recharge","Remaining","112"
"Phoenix","QCID","AWBA Interstate",2018,"GSF Deliveries","Recharge","Delivered","3630"
"Phoenix","QCID","AWBA Interstate",2018,"GSF Deliveries","Recharge","Scheduled","3630"
"Phoenix","QCID","AWBA Interstate",2018,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","QCID","CAGRD",2018,"GSF Deliveries","Recharge","Delivered","3700"
"Phoenix","QCID","CAGRD",2018,"GSF Deliveries","Recharge","Scheduled","3700"
"Phoenix","QCID","CAGRD",2018,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","QCID","Gilbert",2018,"GSF Deliveries","Recharge","Delivered","13000"
"Phoenix","QCID","Gilbert",2018,"GSF Deliveries","Recharge","Scheduled","13000"
"Phoenix","QCID","Gilbert",2018,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","QCID","Total",2018,"GSF Deliveries","Recharge","Delivered","20330"
"Phoenix","QCID","Total",2018,"GSF Deliveries","Recharge","Scheduled","20330"
"Phoenix","QCID","Total",2018,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","RWCD","Ak-Chin",2018,"GSF Deliveries","Recharge","Delivered","5000"
"Phoenix","RWCD","Ak-Chin",2018,"GSF Deliveries","Recharge","Scheduled","5000"
"Phoenix","RWCD","Ak-Chin",2018,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","RWCD","ASARCO",2018,"GSF Deliveries","Recharge","Delivered","21000"
"Phoenix","RWCD","ASARCO",2018,"GSF Deliveries","Recharge","Scheduled","21000"
"Phoenix","RWCD","ASARCO",2018,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","RWCD","AZWC, Superstition",2018,"GSF Deliveries","Recharge","Delivered","3200"
"Phoenix","RWCD","AZWC, Superstition",2018,"GSF Deliveries","Recharge","Scheduled","3200"
"Phoenix","RWCD","AZWC, Superstition",2018,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","RWCD","Freeport-Miami",2018,"GSF Deliveries","Recharge","Delivered","1428"
"Phoenix","RWCD","Freeport-Miami",2018,"GSF Deliveries","Recharge","Scheduled","1428"
"Phoenix","RWCD","Freeport-Miami",2018,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","RWCD","Freeport-Morenci",2018,"GSF Deliveries","Recharge","Delivered","12000"
"Phoenix","RWCD","Freeport-Morenci",2018,"GSF Deliveries","Recharge","Scheduled","12000"
"Phoenix","RWCD","Freeport-Morenci",2018,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","RWCD","Gilbert",2018,"GSF Deliveries","Recharge","Delivered","1000"
"Phoenix","RWCD","Gilbert",2018,"GSF Deliveries","Recharge","Scheduled","1000"
"Phoenix","RWCD","Gilbert",2018,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","RWCD","Tonto Hills DWID",2018,"GSF Deliveries","Recharge","Delivered","34"
"Phoenix","RWCD","Tonto Hills DWID",2018,"GSF Deliveries","Recharge","Scheduled","34"
"Phoenix","RWCD","Tonto Hills DWID",2018,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","RWCD","USBR",2018,"GSF Deliveries","Recharge","Delivered","2000"
"Phoenix","RWCD","USBR",2018,"GSF Deliveries","Recharge","Scheduled","2000"
"Phoenix","RWCD","USBR",2018,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","RWCD","WUCFD, Apache Junction",2018,"GSF Deliveries","Recharge","Delivered","594"
"Phoenix","RWCD","WUCFD, Apache Junction",2018,"GSF Deliveries","Recharge","Scheduled","594"
"Phoenix","RWCD","WUCFD, Apache Junction",2018,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","RWCD","Total",2018,"GSF Deliveries","Recharge","Delivered","46256"
"Phoenix","RWCD","Total",2018,"GSF Deliveries","Recharge","Scheduled","46256"
"Phoenix","RWCD","Total",2018,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","SRP","Avondale",2018,"GSF Deliveries","Recharge","Delivered","2784"
"Phoenix","SRP","Avondale",2018,"GSF Deliveries","Recharge","Scheduled","2784"
"Phoenix","SRP","Avondale",2018,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","SRP","Chandler",2018,"GSF Deliveries","Recharge","Delivered","771"
"Phoenix","SRP","Chandler",2018,"GSF Deliveries","Recharge","Scheduled","771"
"Phoenix","SRP","Chandler",2018,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","SRP","Del Webb/Pulte",2018,"GSF Deliveries","Recharge","Delivered","1850"
"Phoenix","SRP","Del Webb/Pulte",2018,"GSF Deliveries","Recharge","Scheduled","1850"
"Phoenix","SRP","Del Webb/Pulte",2018,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","SRP","Freeport-Miami",2018,"GSF Deliveries","Recharge","Delivered","355"
"Phoenix","SRP","Freeport-Miami",2018,"GSF Deliveries","Recharge","Scheduled","355"
"Phoenix","SRP","Freeport-Miami",2018,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","SRP","Freeport-Morenci",2018,"GSF Deliveries","Recharge","Delivered","1200"
"Phoenix","SRP","Freeport-Morenci",2018,"GSF Deliveries","Recharge","Scheduled","1200"
"Phoenix","SRP","Freeport-Morenci",2018,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","SRP","Glendale",2018,"GSF Deliveries","Recharge","Delivered","255"
"Phoenix","SRP","Glendale",2018,"GSF Deliveries","Recharge","Scheduled","255"
"Phoenix","SRP","Glendale",2018,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","SRP","GRIC",2018,"GSF Deliveries","Recharge","Delivered","40551"
"Phoenix","SRP","GRIC",2018,"GSF Deliveries","Recharge","Scheduled","40551"
"Phoenix","SRP","GRIC",2018,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","SRP","Peoria",2018,"GSF Deliveries","Recharge","Delivered","3855"
"Phoenix","SRP","Peoria",2018,"GSF Deliveries","Recharge","Scheduled","3855"
"Phoenix","SRP","Peoria",2018,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","SRP","Phoenix",2018,"GSF Deliveries","Recharge","Delivered","6140"
"Phoenix","SRP","Phoenix",2018,"GSF Deliveries","Recharge","Scheduled","6140"
"Phoenix","SRP","Phoenix",2018,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","SRP","Scottsdale",2018,"GSF Deliveries","Recharge","Delivered","3084"
"Phoenix","SRP","Scottsdale",2018,"GSF Deliveries","Recharge","Scheduled","3084"
"Phoenix","SRP","Scottsdale",2018,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","SRP","WUCFD, Apache Junction",2018,"GSF Deliveries","Recharge","Delivered","206"
"Phoenix","SRP","WUCFD, Apache Junction",2018,"GSF Deliveries","Recharge","Scheduled","206"
"Phoenix","SRP","WUCFD, Apache Junction",2018,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","SRP","Total",2018,"GSF Deliveries","Recharge","Delivered","61051"
"Phoenix","SRP","Total",2018,"GSF Deliveries","Recharge","Scheduled","61051"
"Phoenix","SRP","Total",2018,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","TID","AWBA Interstate",2018,"GSF Deliveries","Recharge","Delivered","500"
"Phoenix","TID","AWBA Interstate",2018,"GSF Deliveries","Recharge","Scheduled","500"
"Phoenix","TID","AWBA Interstate",2018,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","TID","AWBA Phx AMA",2018,"GSF Deliveries","Recharge","Delivered","1135"
"Phoenix","TID","AWBA Phx AMA",2018,"GSF Deliveries","Recharge","Scheduled","1135"
"Phoenix","TID","AWBA Phx AMA",2018,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","TID","CAGRD",2018,"GSF Deliveries","Recharge","Delivered","13000"
"Phoenix","TID","CAGRD",2018,"GSF Deliveries","Recharge","Scheduled","13000"
"Phoenix","TID","CAGRD",2018,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","TID","Florence",2018,"GSF Deliveries","Recharge","Delivered","2048"
"Phoenix","TID","Florence",2018,"GSF Deliveries","Recharge","Scheduled","2048"
"Phoenix","TID","Florence",2018,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","TID","Total",2018,"GSF Deliveries","Recharge","Delivered","16683"
