"AMA","Recharge Facility","Water User","Year","Group","Data","Variable","deliveries"
"Total",NA,NA,2018,"USF Deliveries","Recharge","Delivered","295127"
"Total",NA,NA,2018,"USF Deliveries","Recharge","Scheduled","300695"
"Total",NA,NA,2018,"USF Deliveries","Recharge","Remaining","5568"
"Phoenix","MWD","AZWC, White Tank",2019,"GSF Deliveries","Recharge","Delivered","750"
"Phoenix","MWD","AZWC, White Tank",2019,"GSF Deliveries","Recharge","Scheduled","750"
"Phoenix","MWD","AZWC, White Tank",2019,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","MWD","Chaparral City WC",2019,"GSF Deliveries","Recharge","Delivered","3600"
"Phoenix","MWD","Chaparral City WC",2019,"GSF Deliveries","Recharge","Scheduled","3600"
"Phoenix","MWD","Chaparral City WC",2019,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","MWD","Del Webb/Pulte",2019,"GSF Deliveries","Recharge","Delivered","357"
"Phoenix","MWD","Del Webb/Pulte",2019,"GSF Deliveries","Recharge","Scheduled","357"
"Phoenix","MWD","Del Webb/Pulte",2019,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","MWD","EPCOR, PV",2019,"GSF Deliveries","Recharge","Delivered","3231"
"Phoenix","MWD","EPCOR, PV",2019,"GSF Deliveries","Recharge","Scheduled","3231"
"Phoenix","MWD","EPCOR, PV",2019,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","MWD","EPCOR, SC",2019,"GSF Deliveries","Recharge","Delivered","4189"
"Phoenix","MWD","EPCOR, SC",2019,"GSF Deliveries","Recharge","Scheduled","4189"
"Phoenix","MWD","EPCOR, SC",2019,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","MWD","EPCOR, SCW",2019,"GSF Deliveries","Recharge","Delivered","2372"
"Phoenix","MWD","EPCOR, SCW",2019,"GSF Deliveries","Recharge","Scheduled","2372"
"Phoenix","MWD","EPCOR, SCW",2019,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","MWD","Glendale",2019,"GSF Deliveries","Recharge","Delivered","500"
"Phoenix","MWD","Glendale",2019,"GSF Deliveries","Recharge","Scheduled","500"
"Phoenix","MWD","Glendale",2019,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","MWD","Surprise",2019,"GSF Deliveries","Recharge","Delivered","8001"
"Phoenix","MWD","Surprise",2019,"GSF Deliveries","Recharge","Scheduled","8001"
"Phoenix","MWD","Surprise",2019,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","MWD","Total",2019,"GSF Deliveries","Recharge","Delivered","23000"
"Phoenix","MWD","Total",2019,"GSF Deliveries","Recharge","Scheduled","23000"
"Phoenix","MWD","Total",2019,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","NMIDD","CAGRD",2019,"GSF Deliveries","Recharge","Delivered","6000"
"Phoenix","NMIDD","CAGRD",2019,"GSF Deliveries","Recharge","Scheduled","6000"
"Phoenix","NMIDD","CAGRD",2019,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","NMIDD","Chandler",2019,"GSF Deliveries","Recharge","Delivered","3500"
"Phoenix","NMIDD","Chandler",2019,"GSF Deliveries","Recharge","Scheduled","3500"
"Phoenix","NMIDD","Chandler",2019,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","NMIDD","Eloy",2019,"GSF Deliveries","Recharge","Delivered","2000"
"Phoenix","NMIDD","Eloy",2019,"GSF Deliveries","Recharge","Scheduled","2000"
"Phoenix","NMIDD","Eloy",2019,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","NMIDD","Gilbert",2019,"GSF Deliveries","Recharge","Delivered","2070"
"Phoenix","NMIDD","Gilbert",2019,"GSF Deliveries","Recharge","Scheduled","2070"
"Phoenix","NMIDD","Gilbert",2019,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","NMIDD","GRIC",2019,"GSF Deliveries","Recharge","Delivered","22860"
"Phoenix","NMIDD","GRIC",2019,"GSF Deliveries","Recharge","Scheduled","24000"
"Phoenix","NMIDD","GRIC",2019,"GSF Deliveries","Recharge","Remaining","1140"
"Phoenix","NMIDD","Phoenix",2019,"GSF Deliveries","Recharge","Delivered","4539"
"Phoenix","NMIDD","Phoenix",2019,"GSF Deliveries","Recharge","Scheduled","4539"
"Phoenix","NMIDD","Phoenix",2019,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","NMIDD","Surprise",2019,"GSF Deliveries","Recharge","Delivered","2248"
"Phoenix","NMIDD","Surprise",2019,"GSF Deliveries","Recharge","Scheduled","2248"
"Phoenix","NMIDD","Surprise",2019,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","NMIDD","Tohono O'odham - SX",2019,"GSF Deliveries","Recharge","Delivered","25000"
"Phoenix","NMIDD","Tohono O'odham - SX",2019,"GSF Deliveries","Recharge","Scheduled","25000"
"Phoenix","NMIDD","Tohono O'odham - SX",2019,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","NMIDD","Total",2019,"GSF Deliveries","Recharge","Delivered","68217"
"Phoenix","NMIDD","Total",2019,"GSF Deliveries","Recharge","Scheduled","69357"
"Phoenix","NMIDD","Total",2019,"GSF Deliveries","Recharge","Remaining","1140"
"Phoenix","QCID","CAGRD",2019,"GSF Deliveries","Recharge","Delivered","4000"
"Phoenix","QCID","CAGRD",2019,"GSF Deliveries","Recharge","Scheduled","4000"
"Phoenix","QCID","CAGRD",2019,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","QCID","Del Webb/Pulte",2019,"GSF Deliveries","Recharge","Delivered","1613"
"Phoenix","QCID","Del Webb/Pulte",2019,"GSF Deliveries","Recharge","Scheduled","1613"
"Phoenix","QCID","Del Webb/Pulte",2019,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","QCID","Gilbert",2019,"GSF Deliveries","Recharge","Delivered","2071"
"Phoenix","QCID","Gilbert",2019,"GSF Deliveries","Recharge","Scheduled","2071"
"Phoenix","QCID","Gilbert",2019,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","QCID","Phoenix",2019,"GSF Deliveries","Recharge","Delivered","5998"
"Phoenix","QCID","Phoenix",2019,"GSF Deliveries","Recharge","Scheduled","6000"
"Phoenix","QCID","Phoenix",2019,"GSF Deliveries","Recharge","Remaining","2"
"Phoenix","QCID","Total",2019,"GSF Deliveries","Recharge","Delivered","13682"
"Phoenix","QCID","Total",2019,"GSF Deliveries","Recharge","Scheduled","13684"
"Phoenix","QCID","Total",2019,"GSF Deliveries","Recharge","Remaining","2"
"Phoenix","Roosevelt ID","ASARCO",2019,"GSF Deliveries","Recharge","Delivered","21000"
"Phoenix","Roosevelt ID","ASARCO",2019,"GSF Deliveries","Recharge","Scheduled","21000"
"Phoenix","Roosevelt ID","ASARCO",2019,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","Roosevelt ID","Total",2019,"GSF Deliveries","Recharge","Delivered","21000"
"Phoenix","Roosevelt ID","Total",2019,"GSF Deliveries","Recharge","Scheduled","21000"
"Phoenix","Roosevelt ID","Total",2019,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","RWCD","Ak-Chin",2019,"GSF Deliveries","Recharge","Delivered","6000"
"Phoenix","RWCD","Ak-Chin",2019,"GSF Deliveries","Recharge","Scheduled","6000"
"Phoenix","RWCD","Ak-Chin",2019,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","RWCD","AZWC, Superstition",2019,"GSF Deliveries","Recharge","Delivered","3200"
"Phoenix","RWCD","AZWC, Superstition",2019,"GSF Deliveries","Recharge","Scheduled","3200"
"Phoenix","RWCD","AZWC, Superstition",2019,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","RWCD","Freeport-Morenci",2019,"GSF Deliveries","Recharge","Delivered","25551"
"Phoenix","RWCD","Freeport-Morenci",2019,"GSF Deliveries","Recharge","Scheduled","25551"
"Phoenix","RWCD","Freeport-Morenci",2019,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","RWCD","Tonto Hills DWID",2019,"GSF Deliveries","Recharge","Delivered","33"
"Phoenix","RWCD","Tonto Hills DWID",2019,"GSF Deliveries","Recharge","Scheduled","33"
"Phoenix","RWCD","Tonto Hills DWID",2019,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","RWCD","WUCFD, Apache Junction",2019,"GSF Deliveries","Recharge","Delivered","400"
"Phoenix","RWCD","WUCFD, Apache Junction",2019,"GSF Deliveries","Recharge","Scheduled","400"
"Phoenix","RWCD","WUCFD, Apache Junction",2019,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","RWCD","Total",2019,"GSF Deliveries","Recharge","Delivered","35184"
"Phoenix","RWCD","Total",2019,"GSF Deliveries","Recharge","Scheduled","35184"
"Phoenix","RWCD","Total",2019,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","SRP","Avondale",2019,"GSF Deliveries","Recharge","Delivered","2720"
"Phoenix","SRP","Avondale",2019,"GSF Deliveries","Recharge","Scheduled","2720"
"Phoenix","SRP","Avondale",2019,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","SRP","Chandler",2019,"GSF Deliveries","Recharge","Delivered","2505"
"Phoenix","SRP","Chandler",2019,"GSF Deliveries","Recharge","Scheduled","2505"
"Phoenix","SRP","Chandler",2019,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","SRP","Freeport-Miami",2019,"GSF Deliveries","Recharge","Delivered","2906"
"Phoenix","SRP","Freeport-Miami",2019,"GSF Deliveries","Recharge","Scheduled","2906"
"Phoenix","SRP","Freeport-Miami",2019,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","SRP","Freeport-Morenci",2019,"GSF Deliveries","Recharge","Delivered","649"
"Phoenix","SRP","Freeport-Morenci",2019,"GSF Deliveries","Recharge","Scheduled","649"
"Phoenix","SRP","Freeport-Morenci",2019,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","SRP","GRIC",2019,"GSF Deliveries","Recharge","Delivered","10000"
"Phoenix","SRP","GRIC",2019,"GSF Deliveries","Recharge","Scheduled","10000"
"Phoenix","SRP","GRIC",2019,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","SRP","Peoria",2019,"GSF Deliveries","Recharge","Delivered","2000"
"Phoenix","SRP","Peoria",2019,"GSF Deliveries","Recharge","Scheduled","2000"
"Phoenix","SRP","Peoria",2019,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","SRP","Phoenix",2019,"GSF Deliveries","Recharge","Delivered","5250"
"Phoenix","SRP","Phoenix",2019,"GSF Deliveries","Recharge","Scheduled","5250"
"Phoenix","SRP","Phoenix",2019,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","SRP","Scottsdale",2019,"GSF Deliveries","Recharge","Delivered","4578"
"Phoenix","SRP","Scottsdale",2019,"GSF Deliveries","Recharge","Scheduled","4578"
"Phoenix","SRP","Scottsdale",2019,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","SRP","WUCFD, Apache Junction",2019,"GSF Deliveries","Recharge","Delivered","200"
"Phoenix","SRP","WUCFD, Apache Junction",2019,"GSF Deliveries","Recharge","Scheduled","200"
"Phoenix","SRP","WUCFD, Apache Junction",2019,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","SRP","Total",2019,"GSF Deliveries","Recharge","Delivered","30808"
"Phoenix","SRP","Total",2019,"GSF Deliveries","Recharge","Scheduled","30808"
"Phoenix","SRP","Total",2019,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","TID","CAGRD",2019,"GSF Deliveries","Recharge","Delivered","10580"
"Phoenix","TID","CAGRD",2019,"GSF Deliveries","Recharge","Scheduled","11000"
"Phoenix","TID","CAGRD",2019,"GSF Deliveries","Recharge","Remaining","420"
"Phoenix","TID","Florence",2019,"GSF Deliveries","Recharge","Delivered","2048"
"Phoenix","TID","Florence",2019,"GSF Deliveries","Recharge","Scheduled","2048"
"Phoenix","TID","Florence",2019,"GSF Deliveries","Recharge","Remaining","0"
"Phoenix","TID","Total",2019,"GSF Deliveries","Recharge","Delivered","12628"
"Phoenix","TID","Total",2019,"GSF Deliveries","Recharge","Scheduled","13048"
"Phoenix","TID","Total",2019,"GSF Deliveries","Recharge","Remaining","420"
"Pinal","CAIDD","AZWC, Casa Grande",2019,"GSF Deliveries","Recharge","Delivered","2600"
"Pinal","CAIDD","AZWC, Casa Grande",2019,"GSF Deliveries","Recharge","Scheduled","2600"
"Pinal","CAIDD","AZWC, Casa Grande",2019,"GSF Deliveries","Recharge","Remaining","0"
"Pinal","CAIDD","Freeport-Safford",2019,"GSF Deliveries","Recharge","Delivered","8000"
"Pinal","CAIDD","Freeport-Safford",2019,"GSF Deliveries","Recharge","Scheduled","8000"
"Pinal","CAIDD","Freeport-Safford",2019,"GSF Deliveries","Recharge","Remaining","0"
"Pinal","CAIDD","GRIC",2019,"GSF Deliveries","Recharge","Delivered","11000"
"Pinal","CAIDD","GRIC",2019,"GSF Deliveries","Recharge","Scheduled","11000"
"Pinal","CAIDD","GRIC",2019,"GSF Deliveries","Recharge","Remaining","0"
"Pinal","CAIDD","Total",2019,"GSF Deliveries","Recharge","Delivered","21600"
"Pinal","CAIDD","Total",2019,"GSF Deliveries","Recharge","Scheduled","21600"
"Pinal","CAIDD","Total",2019,"GSF Deliveries","Recharge","Remaining","0"
"Pinal","HIDD","AZWC, Casa Grande",2019,"GSF Deliveries","Recharge","Delivered","600"
"Pinal","HIDD","AZWC, Casa Grande",2019,"GSF Deliveries","Recharge","Scheduled","600"
"Pinal","HIDD","AZWC, Casa Grande",2019,"GSF Deliveries","Recharge","Remaining","0"
"Pinal","HIDD","AZWC, Coolidge",2019,"GSF Deliveries","Recharge","Delivered","2000"
"Pinal","HIDD","AZWC, Coolidge",2019,"GSF Deliveries","Recharge","Scheduled","2000"
"Pinal","HIDD","AZWC, Coolidge",2019,"GSF Deliveries","Recharge","Remaining","0"
"Pinal","HIDD","GRIC",2019,"GSF Deliveries","Recharge","Delivered","15000"
"Pinal","HIDD","GRIC",2019,"GSF Deliveries","Recharge","Scheduled","15000"
"Pinal","HIDD","GRIC",2019,"GSF Deliveries","Recharge","Remaining","0"
"Pinal","HIDD","Total",2019,"GSF Deliveries","Recharge","Delivered","17600"
"Pinal","HIDD","Total",2019,"GSF Deliveries","Recharge","Scheduled","17600"
"Pinal","HIDD","Total",2019,"GSF Deliveries","Recharge","Remaining","0"
"Pinal","MSIDD","AZWC, Casa Grande",2019,"GSF Deliveries","Recharge","Delivered","3050"
"Pinal","MSIDD","AZWC, Casa Grande",2019,"GSF Deliveries","Recharge","Scheduled","3050"
"Pinal","MSIDD","AZWC, Casa Grande",2019,"GSF Deliveries","Recharge","Remaining","0"
"Pinal","MSIDD","Freeport-Morenci",2019,"GSF Deliveries","Recharge","Delivered","9000"
"Pinal","MSIDD","Freeport-Morenci",2019,"GSF Deliveries","Recharge","Scheduled","9000"
"Pinal","MSIDD","Freeport-Morenci",2019,"GSF Deliveries","Recharge","Remaining","0"
"Pinal","MSIDD","GRIC",2019,"GSF Deliveries","Recharge","Delivered","15395"
"Pinal","MSIDD","GRIC",2019,"GSF Deliveries","Recharge","Scheduled","15681"
"Pinal","MSIDD","GRIC",2019,"GSF Deliveries","Recharge","Remaining","286"
"Pinal","MSIDD","Total",2019,"GSF Deliveries","Recharge","Delivered","27445"
"Pinal","MSIDD","Total",2019,"GSF Deliveries","Recharge","Scheduled","27731"
"Pinal","MSIDD","Total",2019,"GSF Deliveries","Recharge","Remaining","286"
"Tucson","ASARCO","Tohono O'odham - SX",2019,"GSF Deliveries","Recharge","Delivered","6545"
"Tucson","ASARCO","Tohono O'odham - SX",2019,"GSF Deliveries","Recharge","Scheduled","7314"
"Tucson","ASARCO","Tohono O'odham - SX",2019,"GSF Deliveries","Recharge","Remaining","769"
"Tucson","ASARCO","Total",2019,"GSF Deliveries","Recharge","Delivered","6545"
"Tucson","ASARCO","Total",2019,"GSF Deliveries","Recharge","Scheduled","7314"
"Tucson","ASARCO","Total",2019,"GSF Deliveries","Recharge","Remaining","769"
"Tucson","BKW","Marana",2019,"GSF Deliveries","Recharge","Delivered","1936"
"Tucson","BKW","Marana",2019,"GSF Deliveries","Recharge","Scheduled","1936"
"Tucson","BKW","Marana",2019,"GSF Deliveries","Recharge","Remaining","0"
"Tucson","BKW","Metro DWID",2019,"GSF Deliveries","Recharge","Delivered","1600"
"Tucson","BKW","Metro DWID",2019,"GSF Deliveries","Recharge","Scheduled","1600"
"Tucson","BKW","Metro DWID",2019,"GSF Deliveries","Recharge","Remaining","0"
"Tucson","BKW","Tucson",2019,"GSF Deliveries","Recharge","Delivered","7182"
"Tucson","BKW","Tucson",2019,"GSF Deliveries","Recharge","Scheduled","7840"
"Tucson","BKW","Tucson",2019,"GSF Deliveries","Recharge","Remaining","658"
"Tucson","BKW","Total",2019,"GSF Deliveries","Recharge","Delivered","10718"
"Tucson","BKW","Total",2019,"GSF Deliveries","Recharge","Scheduled","11376"
"Tucson","BKW","Total",2019,"GSF Deliveries","Recharge","Remaining","658"
"Tucson","BKW-Milewide","Tucson",2019,"GSF Deliveries","Recharge","Delivered","48"
"Tucson","BKW-Milewide","Tucson",2019,"GSF Deliveries","Recharge","Scheduled","148"
"Tucson","BKW-Milewide","Tucson",2019,"GSF Deliveries","Recharge","Remaining","100"
"Tucson","BKW-Milewide","Total",2019,"GSF Deliveries","Recharge","Delivered","48"
"Tucson","BKW-Milewide","Total",2019,"GSF Deliveries","Recharge","Scheduled","148"
"Tucson","BKW-Milewide","Total",2019,"GSF Deliveries","Recharge","Remaining","100"
"Tucson","CMID","Metro DWID",2019,"GSF Deliveries","Recharge","Delivered","7400"
"Tucson","CMID","Metro DWID",2019,"GSF Deliveries","Recharge","Scheduled","7400"
"Tucson","CMID","Metro DWID",2019,"GSF Deliveries","Recharge","Remaining","0"
"Tucson","CMID","Spanish Trail WC",2019,"GSF Deliveries","Recharge","Delivered","2837"
"Tucson","CMID","Spanish Trail WC",2019,"GSF Deliveries","Recharge","Scheduled","2837"
"Tucson","CMID","Spanish Trail WC",2019,"GSF Deliveries","Recharge","Remaining","0"
"Tucson","CMID","Tucson",2019,"GSF Deliveries","Recharge","Delivered","2000"
"Tucson","CMID","Tucson",2019,"GSF Deliveries","Recharge","Scheduled","2000"
"Tucson","CMID","Tucson",2019,"GSF Deliveries","Recharge","Remaining","0"
"Tucson","CMID","Total",2019,"GSF Deliveries","Recharge","Delivered","12237"
"Tucson","CMID","Total",2019,"GSF Deliveries","Recharge","Scheduled","12237"
"Tucson","CMID","Total",2019,"GSF Deliveries","Recharge","Remaining","0"
"Tucson","Kai-Red Rock","Metro DWID",2019,"GSF Deliveries","Recharge","Delivered","2000"
"Tucson","Kai-Red Rock","Metro DWID",2019,"GSF Deliveries","Recharge","Scheduled","2000"
"Tucson","Kai-Red Rock","Metro DWID",2019,"GSF Deliveries","Recharge","Remaining","0"
"Tucson","Kai-Red Rock","Oro Valley",2019,"GSF Deliveries","Recharge","Delivered","4000"
"Tucson","Kai-Red Rock","Oro Valley",2019,"GSF Deliveries","Recharge","Scheduled","4000"
"Tucson","Kai-Red Rock","Oro Valley",2019,"GSF Deliveries","Recharge","Remaining","0"
"Tucson","Kai-Red Rock","Tucson",2019,"GSF Deliveries","Recharge","Delivered","753"
"Tucson","Kai-Red Rock","Tucson",2019,"GSF Deliveries","Recharge","Scheduled","753"
"Tucson","Kai-Red Rock","Tucson",2019,"GSF Deliveries","Recharge","Remaining","0"
"Tucson","Kai-Red Rock","Vail WC",2019,"GSF Deliveries","Recharge","Delivered","537"
"Tucson","Kai-Red Rock","Vail WC",2019,"GSF Deliveries","Recharge","Scheduled","537"
"Tucson","Kai-Red Rock","Vail WC",2019,"GSF Deliveries","Recharge","Remaining","0"
"Tucson","Kai-Red Rock","Total",2019,"GSF Deliveries","Recharge","Delivered","7290"
"Tucson","Kai-Red Rock","Total",2019,"GSF Deliveries","Recharge","Scheduled","7290"
"Tucson","Kai-Red Rock","Total",2019,"GSF Deliveries","Recharge","Remaining","0"
"Total",NA,NA,2019,"GSF Deliveries","Recharge","Delivered","308002"
"Total",NA,NA,2019,"GSF Deliveries","Recharge","Scheduled","311377"
"Total",NA,NA,2019,"GSF Deliveries","Recharge","Remaining","3375"
"Phoenix","AFRP Constructed","CAGRD",2019,"USF Deliveries","Recharge","Delivered","1324"
"Phoenix","AFRP Constructed","CAGRD",2019,"USF Deliveries","Recharge","Scheduled","1324"
"Phoenix","AFRP Constructed","CAGRD",2019,"USF Deliveries","Recharge","Remaining","0"
"Phoenix","AFRP Constructed","Peoria",2019,"USF Deliveries","Recharge","Delivered","7503"
"Phoenix","AFRP Constructed","Peoria",2019,"USF Deliveries","Recharge","Scheduled","15114"
"Phoenix","AFRP Constructed","Peoria",2019,"USF Deliveries","Recharge","Remaining","7611"
"Phoenix","AFRP Constructed","Tohono O'odham - ST",2019,"USF Deliveries","Recharge","Delivered","695"
"Phoenix","AFRP Constructed","Tohono O'odham - ST",2019,"USF Deliveries","Recharge","Scheduled","0"
"Phoenix","AFRP Constructed","Tohono O'odham - ST",2019,"USF Deliveries","Recharge","Remaining","-695"
"Phoenix","AFRP Constructed","Total",2019,"USF Deliveries","Recharge","Delivered","9522"
"Phoenix","AFRP Constructed","Total",2019,"USF Deliveries","Recharge","Scheduled","16438"
"Phoenix","AFRP Constructed","Total",2019,"USF Deliveries","Recharge","Remaining","6916"
"Phoenix","AFRP Managed","CAGRD",2019,"USF Deliveries","Recharge","Delivered","521"
"Phoenix","AFRP Managed","CAGRD",2019,"USF Deliveries","Recharge","Scheduled","521"
"Phoenix","AFRP Managed","CAGRD",2019,"USF Deliveries","Recharge","Remaining","0"
"Phoenix","AFRP Managed","El Mirage",2019,"USF Deliveries","Recharge","Delivered","508"
"Phoenix","AFRP Managed","El Mirage",2019,"USF Deliveries","Recharge","Scheduled","508"
"Phoenix","AFRP Managed","El Mirage",2019,"USF Deliveries","Recharge","Remaining","0"
"Phoenix","AFRP Managed","Glendale",2019,"USF Deliveries","Recharge","Delivered","200"
"Phoenix","AFRP Managed","Glendale",2019,"USF Deliveries","Recharge","Scheduled","200"
"Phoenix","AFRP Managed","Glendale",2019,"USF Deliveries","Recharge","Remaining","0"
"Phoenix","AFRP Managed","Peoria",2019,"USF Deliveries","Recharge","Delivered","8011"
"Phoenix","AFRP Managed","Peoria",2019,"USF Deliveries","Recharge","Scheduled","400"
"Phoenix","AFRP Managed","Peoria",2019,"USF Deliveries","Recharge","Remaining","-7611"
"Phoenix","AFRP Managed","Tohono O'odham - ST",2019,"USF Deliveries","Recharge","Delivered","1397"
"Phoenix","AFRP Managed","Tohono O'odham - ST",2019,"USF Deliveries","Recharge","Scheduled","2200"
"Phoenix","AFRP Managed","Tohono O'odham - ST",2019,"USF Deliveries","Recharge","Remaining","803"
"Phoenix","AFRP Managed","Tohono O'odham - SX",2019,"USF Deliveries","Recharge","Delivered","0"
"Phoenix","AFRP Managed","Tohono O'odham - SX",2019,"USF Deliveries","Recharge","Scheduled","58"
"Phoenix","AFRP Managed","Tohono O'odham - SX",2019,"USF Deliveries","Recharge","Remaining","58"
"Phoenix","AFRP Managed","Total",2019,"USF Deliveries","Recharge","Delivered","10637"
"Phoenix","AFRP Managed","Total",2019,"USF Deliveries","Recharge","Scheduled","3887"
"Phoenix","AFRP Managed","Total",2019,"USF Deliveries","Recharge","Remaining","-6750"
"Phoenix","GRUSP","Chandler",2019,"USF Deliveries","Recharge","Delivered","3097"
"Phoenix","GRUSP","Chandler",2019,"USF Deliveries","Recharge","Scheduled","3097"
"Phoenix","GRUSP","Chandler",2019,"USF Deliveries","Recharge","Remaining","0"
"Phoenix","GRUSP","Gilbert",2019,"USF Deliveries","Recharge","Delivered","77"
"Phoenix","GRUSP","Gilbert",2019,"USF Deliveries","Recharge","Scheduled","77"
"Phoenix","GRUSP","Gilbert",2019,"USF Deliveries","Recharge","Remaining","0"
"Phoenix","GRUSP","GRIC",2019,"USF Deliveries","Recharge","Delivered","4900"
"Phoenix","GRUSP","GRIC",2019,"USF Deliveries","Recharge","Scheduled","4900"
"Phoenix","GRUSP","GRIC",2019,"USF Deliveries","Recharge","Remaining","0"
"Phoenix","GRUSP","Phoenix",2019,"USF Deliveries","Recharge","Delivered","7972"
"Phoenix","GRUSP","Phoenix",2019,"USF Deliveries","Recharge","Scheduled","7972"
"Phoenix","GRUSP","Phoenix",2019,"USF Deliveries","Recharge","Remaining","0"
"Phoenix","GRUSP","Scottsdale",2019,"USF Deliveries","Recharge","Delivered","945"
"Phoenix","GRUSP","Scottsdale",2019,"USF Deliveries","Recharge","Scheduled","945"
"Phoenix","GRUSP","Scottsdale",2019,"USF Deliveries","Recharge","Remaining","0"
"Phoenix","GRUSP","Total",2019,"USF Deliveries","Recharge","Delivered","16991"
"Phoenix","GRUSP","Total",2019,"USF Deliveries","Recharge","Scheduled","16991"
"Phoenix","GRUSP","Total",2019,"USF Deliveries","Recharge","Remaining","0"
"Phoenix","HMRP","Ak-Chin",2019,"USF Deliveries","Recharge","Delivered","2000"
"Phoenix","HMRP","Ak-Chin",2019,"USF Deliveries","Recharge","Scheduled","2000"
"Phoenix","HMRP","Ak-Chin",2019,"USF Deliveries","Recharge","Remaining","0"
"Phoenix","HMRP","Avondale",2019,"USF Deliveries","Recharge","Delivered","2696"
"Phoenix","HMRP","Avondale",2019,"USF Deliveries","Recharge","Scheduled","2696"
"Phoenix","HMRP","Avondale",2019,"USF Deliveries","Recharge","Remaining","0"
"Phoenix","HMRP","CAGRD",2019,"USF Deliveries","Recharge","Delivered","271"
"Phoenix","HMRP","CAGRD",2019,"USF Deliveries","Recharge","Scheduled","271"
"Phoenix","HMRP","CAGRD",2019,"USF Deliveries","Recharge","Remaining","0"
"Phoenix","HMRP","Del Webb/Pulte",2019,"USF Deliveries","Recharge","Delivered","900"
"Phoenix","HMRP","Del Webb/Pulte",2019,"USF Deliveries","Recharge","Scheduled","900"
"Phoenix","HMRP","Del Webb/Pulte",2019,"USF Deliveries","Recharge","Remaining","0"
"Phoenix","HMRP","Glendale",2019,"USF Deliveries","Recharge","Delivered","1832"
"Phoenix","HMRP","Glendale",2019,"USF Deliveries","Recharge","Scheduled","1832"
"Phoenix","HMRP","Glendale",2019,"USF Deliveries","Recharge","Remaining","0"
"Phoenix","HMRP","Peoria",2019,"USF Deliveries","Recharge","Delivered","2257"
"Phoenix","HMRP","Peoria",2019,"USF Deliveries","Recharge","Scheduled","2257"
"Phoenix","HMRP","Peoria",2019,"USF Deliveries","Recharge","Remaining","0"
"Phoenix","HMRP","Tohono O'odham - ST",2019,"USF Deliveries","Recharge","Delivered","5400"
"Phoenix","HMRP","Tohono O'odham - ST",2019,"USF Deliveries","Recharge","Scheduled","5400"
"Phoenix","HMRP","Tohono O'odham - ST",2019,"USF Deliveries","Recharge","Remaining","0"
"Phoenix","HMRP","Tohono O'odham - SX",2019,"USF Deliveries","Recharge","Delivered","6699"
"Phoenix","HMRP","Tohono O'odham - SX",2019,"USF Deliveries","Recharge","Scheduled","8753"
"Phoenix","HMRP","Tohono O'odham - SX",2019,"USF Deliveries","Recharge","Remaining","2054"
"Phoenix","HMRP","Total",2019,"USF Deliveries","Recharge","Delivered","22055"
"Phoenix","HMRP","Total",2019,"USF Deliveries","Recharge","Scheduled","24109"
"Phoenix","HMRP","Total",2019,"USF Deliveries","Recharge","Remaining","2054"
"Phoenix","SMRP","CAGRD",2019,"USF Deliveries","Recharge","Delivered","1966"
"Phoenix","SMRP","CAGRD",2019,"USF Deliveries","Recharge","Scheduled","1966"
"Phoenix","SMRP","CAGRD",2019,"USF Deliveries","Recharge","Remaining","0"
"Phoenix","SMRP","Chandler",2019,"USF Deliveries","Recharge","Delivered","3314"
