"User","Partner","Agreement","Year","Group","Data","Variable","deliveries"
"Chandler",NA,"Sub",2019,"M&I Subcontract","Delivery","Scheduled","8611"
"Chandler",NA,"Sub",2019,"M&I Subcontract","Delivery","Remaining","192"
"Chaparral City WC",NA,"Sub",2019,"M&I Subcontract","Delivery","Delivered","8377"
"Chaparral City WC",NA,"Sub",2019,"M&I Subcontract","Delivery","Scheduled","8903"
"Chaparral City WC",NA,"Sub",2019,"M&I Subcontract","Delivery","Remaining","526"
"El Mirage",NA,"Sub",2019,"M&I Subcontract","Delivery","Delivered","508"
"El Mirage",NA,"Sub",2019,"M&I Subcontract","Delivery","Scheduled","508"
"El Mirage",NA,"Sub",2019,"M&I Subcontract","Delivery","Remaining","0"
"Eloy",NA,"Sub",2019,"M&I Subcontract","Delivery","Delivered","2060"
"Eloy",NA,"Sub",2019,"M&I Subcontract","Delivery","Scheduled","2060"
"Eloy",NA,"Sub",2019,"M&I Subcontract","Delivery","Remaining","0"
"EPCOR, AF",NA,"Sub",2019,"M&I Subcontract","Delivery","Delivered","11093"
"EPCOR, AF",NA,"Sub",2019,"M&I Subcontract","Delivery","Scheduled","11093"
"EPCOR, AF",NA,"Sub",2019,"M&I Subcontract","Delivery","Remaining","0"
"EPCOR, PV",NA,"Sub",2019,"M&I Subcontract","Delivery","Delivered","3231"
"EPCOR, PV",NA,"Sub",2019,"M&I Subcontract","Delivery","Scheduled","3231"
"EPCOR, PV",NA,"Sub",2019,"M&I Subcontract","Delivery","Remaining","0"
"EPCOR, SC",NA,"Sub",2019,"M&I Subcontract","Delivery","Delivered","4189"
"EPCOR, SC",NA,"Sub",2019,"M&I Subcontract","Delivery","Scheduled","4189"
"EPCOR, SC",NA,"Sub",2019,"M&I Subcontract","Delivery","Remaining","0"
"EPCOR, SCW",NA,"Sub",2019,"M&I Subcontract","Delivery","Delivered","2372"
"EPCOR, SCW",NA,"Sub",2019,"M&I Subcontract","Delivery","Scheduled","2372"
"EPCOR, SCW",NA,"Sub",2019,"M&I Subcontract","Delivery","Remaining","0"
"Florence",NA,"Sub",2019,"M&I Subcontract","Delivery","Delivered","2048"
"Florence",NA,"Sub",2019,"M&I Subcontract","Delivery","Scheduled","2048"
"Florence",NA,"Sub",2019,"M&I Subcontract","Delivery","Remaining","0"
"Freeport-Miami",NA,"Sub",2019,"M&I Subcontract","Delivery","Delivered","2906"
"Freeport-Miami",NA,"Sub",2019,"M&I Subcontract","Delivery","Scheduled","2906"
"Freeport-Miami",NA,"Sub",2019,"M&I Subcontract","Delivery","Remaining","0"
"FWID",NA,"Sub",2019,"M&I Subcontract","Delivery","Delivered","2800"
"FWID",NA,"Sub",2019,"M&I Subcontract","Delivery","Scheduled","2800"
"FWID",NA,"Sub",2019,"M&I Subcontract","Delivery","Remaining","0"
"Gilbert",NA,"Sub",2019,"M&I Subcontract","Delivery","Delivered","7235"
"Gilbert",NA,"Sub",2019,"M&I Subcontract","Delivery","Scheduled","7235"
"Gilbert",NA,"Sub",2019,"M&I Subcontract","Delivery","Remaining","0"
"Glendale",NA,"Sub",2019,"M&I Subcontract","Delivery","Delivered","16994"
"Glendale",NA,"Sub",2019,"M&I Subcontract","Delivery","Scheduled","17236"
"Glendale",NA,"Sub",2019,"M&I Subcontract","Delivery","Remaining","242"
"Marana",NA,"Sub",2019,"M&I Subcontract","Delivery","Delivered","2336"
"Marana",NA,"Sub",2019,"M&I Subcontract","Delivery","Scheduled","2336"
"Marana",NA,"Sub",2019,"M&I Subcontract","Delivery","Remaining","0"
"Maricopa Cty P&R",NA,"Sub",2019,"M&I Subcontract","Delivery","Delivered","553"
"Maricopa Cty P&R",NA,"Sub",2019,"M&I Subcontract","Delivery","Scheduled","585"
"Maricopa Cty P&R",NA,"Sub",2019,"M&I Subcontract","Delivery","Remaining","32"
"Mesa",NA,"A-CDR",2019,"M&I Subcontract","Delivery","Delivered","4924"
"Mesa",NA,"A-CDR",2019,"M&I Subcontract","Delivery","Scheduled","4924"
"Mesa",NA,"A-CDR",2019,"M&I Subcontract","Delivery","Remaining","0"
"Mesa",NA,"Sub",2019,"M&I Subcontract","Delivery","Delivered","31550"
"Mesa",NA,"Sub",2019,"M&I Subcontract","Delivery","Scheduled","40471"
"Mesa",NA,"Sub",2019,"M&I Subcontract","Delivery","Remaining","8921"
"Metro DWID",NA,"Sub",2019,"M&I Subcontract","Delivery","Delivered","13460"
"Metro DWID",NA,"Sub",2019,"M&I Subcontract","Delivery","Scheduled","13460"
"Metro DWID",NA,"Sub",2019,"M&I Subcontract","Delivery","Remaining","0"
"Oro Valley",NA,"Sub",2019,"M&I Subcontract","Delivery","Delivered","10305"
"Oro Valley",NA,"Sub",2019,"M&I Subcontract","Delivery","Scheduled","10305"
"Oro Valley",NA,"Sub",2019,"M&I Subcontract","Delivery","Remaining","0"
"Peoria",NA,"Sub",2019,"M&I Subcontract","Delivery","Delivered","25213"
"Peoria",NA,"Sub",2019,"M&I Subcontract","Delivery","Scheduled","25236"
"Peoria",NA,"Sub",2019,"M&I Subcontract","Delivery","Remaining","23"
"Phoenix",NA,"A-CDR",2019,"M&I Subcontract","Delivery","Delivered","36144"
"Phoenix",NA,"A-CDR",2019,"M&I Subcontract","Delivery","Scheduled","36144"
"Phoenix",NA,"A-CDR",2019,"M&I Subcontract","Delivery","Remaining","0"
"Phoenix",NA,"Sub",2019,"M&I Subcontract","Delivery","Delivered","117323"
"Phoenix",NA,"Sub",2019,"M&I Subcontract","Delivery","Scheduled","122204"
"Phoenix",NA,"Sub",2019,"M&I Subcontract","Delivery","Remaining","4881"
"Queen Creek",NA,"Sub",2019,"M&I Subcontract","Delivery","Delivered","495"
"Queen Creek",NA,"Sub",2019,"M&I Subcontract","Delivery","Scheduled","495"
"Queen Creek",NA,"Sub",2019,"M&I Subcontract","Delivery","Remaining","0"
"Rio Verde Utilities",NA,"Sub",2019,"M&I Subcontract","Delivery","Delivered","560"
"Rio Verde Utilities",NA,"Sub",2019,"M&I Subcontract","Delivery","Scheduled","560"
"Rio Verde Utilities",NA,"Sub",2019,"M&I Subcontract","Delivery","Remaining","0"
"Scottsdale",NA,"A-CDR",2019,"M&I Subcontract","Delivery","Delivered","3283"
"Scottsdale",NA,"A-CDR",2019,"M&I Subcontract","Delivery","Scheduled","3283"
"Scottsdale",NA,"A-CDR",2019,"M&I Subcontract","Delivery","Remaining","0"
"Scottsdale",NA,"Sub",2019,"M&I Subcontract","Delivery","Delivered","51792"
"Scottsdale",NA,"Sub",2019,"M&I Subcontract","Delivery","Scheduled","52810"
"Scottsdale",NA,"Sub",2019,"M&I Subcontract","Delivery","Remaining","1018"
"Spanish Trail WC",NA,"Sub",2019,"M&I Subcontract","Delivery","Delivered","3037"
"Spanish Trail WC",NA,"Sub",2019,"M&I Subcontract","Delivery","Scheduled","3037"
"Spanish Trail WC",NA,"Sub",2019,"M&I Subcontract","Delivery","Remaining","0"
"Surprise",NA,"Sub",2019,"M&I Subcontract","Delivery","Delivered","10249"
"Surprise",NA,"Sub",2019,"M&I Subcontract","Delivery","Scheduled","10249"
"Surprise",NA,"Sub",2019,"M&I Subcontract","Delivery","Remaining","0"
"Tempe",NA,"Sub",2019,"M&I Subcontract","Delivery","Delivered","4315"
"Tempe",NA,"Sub",2019,"M&I Subcontract","Delivery","Scheduled","4315"
"Tempe",NA,"Sub",2019,"M&I Subcontract","Delivery","Remaining","0"
"Tonto Hills DWID",NA,"Sub",2019,"M&I Subcontract","Delivery","Delivered","67"
"Tonto Hills DWID",NA,"Sub",2019,"M&I Subcontract","Delivery","Scheduled","71"
"Tonto Hills DWID",NA,"Sub",2019,"M&I Subcontract","Delivery","Remaining","4"
"Tucson",NA,"Sub",2019,"M&I Subcontract","Delivery","Delivered","144185"
"Tucson",NA,"Sub",2019,"M&I Subcontract","Delivery","Scheduled","144191"
"Tucson",NA,"Sub",2019,"M&I Subcontract","Delivery","Remaining","6"
"Vail WC",NA,"Sub",2019,"M&I Subcontract","Delivery","Delivered","1857"
"Vail WC",NA,"Sub",2019,"M&I Subcontract","Delivery","Scheduled","1857"
"Vail WC",NA,"Sub",2019,"M&I Subcontract","Delivery","Remaining","0"
"WUCFD, Apache Junction",NA,"Sub",2019,"M&I Subcontract","Delivery","Delivered","1025"
"WUCFD, Apache Junction",NA,"Sub",2019,"M&I Subcontract","Delivery","Scheduled","1025"
"WUCFD, Apache Junction",NA,"Sub",2019,"M&I Subcontract","Delivery","Remaining","0"
"Total",NA,NA,2019,"M&I Subcontract","Delivery","Delivered","593726"
"Total",NA,NA,2019,"M&I Subcontract","Delivery","Scheduled","610784"
"Total",NA,NA,2019,"M&I Subcontract","Delivery","Remaining","17058"
"Excess - Ag Pool",NA,NA,2020,"Summary","Delivery","Delivered","255415"
"Excess - Ag Pool",NA,NA,2020,"Summary","Delivery","Scheduled","258930"
"Excess - Ag Pool",NA,NA,2020,"Summary","Delivery","Remaining","3515"
"Federal Off-Res",NA,NA,2020,"Summary","Delivery","Delivered","377763"
"Federal Off-Res",NA,NA,2020,"Summary","Delivery","Scheduled","381279"
"Federal Off-Res",NA,NA,2020,"Summary","Delivery","Remaining","3516"
"Federal On-Res",NA,NA,2020,"Summary","Delivery","Delivered","104686"
"Federal On-Res",NA,NA,2020,"Summary","Delivery","Scheduled","108600"
"Federal On-Res",NA,NA,2020,"Summary","Delivery","Remaining","3914"
"Excess - Other Excess",NA,NA,2020,"Summary","Delivery","Delivered","78861"
"Excess - Other Excess",NA,NA,2020,"Summary","Delivery","Scheduled","79057"
"Excess - Other Excess",NA,NA,2020,"Summary","Delivery","Remaining","196"
"M&I Subcontract",NA,NA,2020,"Summary","Delivery","Delivered","608116"
"M&I Subcontract",NA,NA,2020,"Summary","Delivery","Scheduled","611657"
"M&I Subcontract",NA,NA,2020,"Summary","Delivery","Remaining","3541"
"Total",NA,NA,2020,"Summary","Delivery","Delivered","1424841"
"Total",NA,NA,2020,"Summary","Delivery","Scheduled","1439523"
"Total",NA,NA,2020,"Summary","Delivery","Remaining","14682"
"AWBA Phx AMA",NA,NA,2020,"Excess - Other Excess","Delivery","Delivered","35843"
"AWBA Phx AMA",NA,NA,2020,"Excess - Other Excess","Delivery","Scheduled","35855"
"AWBA Phx AMA",NA,NA,2020,"Excess - Other Excess","Delivery","Remaining","12"
"AWBA Pinal AMA",NA,NA,2020,"Excess - Other Excess","Delivery","Delivered","12000"
"AWBA Pinal AMA",NA,NA,2020,"Excess - Other Excess","Delivery","Scheduled","12000"
"AWBA Pinal AMA",NA,NA,2020,"Excess - Other Excess","Delivery","Remaining","0"
"AWBA Tucson AMA",NA,NA,2020,"Excess - Other Excess","Delivery","Delivered","11700"
"AWBA Tucson AMA",NA,NA,2020,"Excess - Other Excess","Delivery","Scheduled","11700"
"AWBA Tucson AMA",NA,NA,2020,"Excess - Other Excess","Delivery","Remaining","0"
"CAGRD",NA,NA,2020,"Excess - Other Excess","Delivery","Delivered","12182"
"CAGRD",NA,NA,2020,"Excess - Other Excess","Delivery","Scheduled","12182"
"CAGRD",NA,NA,2020,"Excess - Other Excess","Delivery","Remaining","0"
"Temporary Uses",NA,NA,2020,"Excess - Other Excess","Delivery","Delivered","441"
"Temporary Uses",NA,NA,2020,"Excess - Other Excess","Delivery","Scheduled","625"
"Temporary Uses",NA,NA,2020,"Excess - Other Excess","Delivery","Remaining","184"
"Tucson",NA,NA,2020,"Excess - Other Excess","Delivery","Delivered","0"
"Tucson",NA,NA,2020,"Excess - Other Excess","Delivery","Scheduled","0"
"Tucson",NA,NA,2020,"Excess - Other Excess","Delivery","Remaining","0"
"USBR",NA,NA,2020,"Excess - Other Excess","Delivery","Delivered","6695"
"USBR",NA,NA,2020,"Excess - Other Excess","Delivery","Scheduled","6695"
"USBR",NA,NA,2020,"Excess - Other Excess","Delivery","Remaining","0"
"Total",NA,NA,2020,"Excess - Other Excess","Delivery","Delivered","78861"
"Total",NA,NA,2020,"Excess - Other Excess","Delivery","Scheduled","79057"
"Total",NA,NA,2020,"Excess - Other Excess","Delivery","Remaining","196"
"CAIDD",NA,NA,2020,"Excess - Ag Pool","Delivery","Delivered","91964"
"CAIDD",NA,NA,2020,"Excess - Ag Pool","Delivery","Scheduled","93045"
"CAIDD",NA,NA,2020,"Excess - Ag Pool","Delivery","Remaining","1081"
"CHCID",NA,NA,2020,"Excess - Ag Pool","Delivery","Delivered","167"
"CHCID",NA,NA,2020,"Excess - Ag Pool","Delivery","Scheduled","167"
"CHCID",NA,NA,2020,"Excess - Ag Pool","Delivery","Remaining","0"
"HIDD",NA,NA,2020,"Excess - Ag Pool","Delivery","Delivered","29456"
"HIDD",NA,NA,2020,"Excess - Ag Pool","Delivery","Scheduled","29635"
"HIDD",NA,NA,2020,"Excess - Ag Pool","Delivery","Remaining","179"
"HVID",NA,NA,2020,"Excess - Ag Pool","Delivery","Delivered","27083"
"HVID",NA,NA,2020,"Excess - Ag Pool","Delivery","Scheduled","27083"
"HVID",NA,NA,2020,"Excess - Ag Pool","Delivery","Remaining","0"
"MSIDD",NA,NA,2020,"Excess - Ag Pool","Delivery","Delivered","102656"
"MSIDD",NA,NA,2020,"Excess - Ag Pool","Delivery","Scheduled","104555"
"MSIDD",NA,NA,2020,"Excess - Ag Pool","Delivery","Remaining","1899"
"SCIDD",NA,NA,2020,"Excess - Ag Pool","Delivery","Delivered","1425"
"SCIDD",NA,NA,2020,"Excess - Ag Pool","Delivery","Scheduled","1700"
"SCIDD",NA,NA,2020,"Excess - Ag Pool","Delivery","Remaining","275"
"TID",NA,NA,2020,"Excess - Ag Pool","Delivery","Delivered","2664"
"TID",NA,NA,2020,"Excess - Ag Pool","Delivery","Scheduled","2745"
"TID",NA,NA,2020,"Excess - Ag Pool","Delivery","Remaining","81"
"Total",NA,NA,2020,"Excess - Ag Pool","Delivery","Delivered","255415"
"Total",NA,NA,2020,"Excess - Ag Pool","Delivery","Scheduled","258930"
"Total",NA,NA,2020,"Excess - Ag Pool","Delivery","Remaining","3515"
"Ak-Chin",NA,NA,2020,"Federal On-Res","Delivery","Delivered","72437"
"Ak-Chin",NA,NA,2020,"Federal On-Res","Delivery","Scheduled","72799"
"Ak-Chin",NA,NA,2020,"Federal On-Res","Delivery","Remaining","362"
"GRIC",NA,NA,2020,"Federal On-Res","Delivery","Delivered","13662"
"GRIC",NA,NA,2020,"Federal On-Res","Delivery","Scheduled","14431"
"GRIC",NA,NA,2020,"Federal On-Res","Delivery","Remaining","769"
"Pascua Yaqui",NA,NA,2020,"Federal On-Res","Delivery","Delivered","500"
"Pascua Yaqui",NA,NA,2020,"Federal On-Res","Delivery","Scheduled","500"
"Pascua Yaqui",NA,NA,2020,"Federal On-Res","Delivery","Remaining","0"
"Tohono O'odham - ST",NA,NA,2020,"Federal On-Res","Delivery","Delivered","10127"
"Tohono O'odham - ST",NA,NA,2020,"Federal On-Res","Delivery","Scheduled","12800"
"Tohono O'odham - ST",NA,NA,2020,"Federal On-Res","Delivery","Remaining","2673"
"Tohono O'odham - SX",NA,NA,2020,"Federal On-Res","Delivery","Delivered","7960"
"Tohono O'odham - SX",NA,NA,2020,"Federal On-Res","Delivery","Scheduled","8070"
"Tohono O'odham - SX",NA,NA,2020,"Federal On-Res","Delivery","Remaining","110"
"Total",NA,NA,2020,"Federal On-Res","Delivery","Delivered","104686"
"Total",NA,NA,2020,"Federal On-Res","Delivery","Scheduled","108600"
"Total",NA,NA,2020,"Federal On-Res","Delivery","Remaining","3914"
"Ak-Chin","Ak-Chin","A--",2020,"Federal Off-Res","Delivery","Delivered","9195"
"Ak-Chin","Ak-Chin","A--",2020,"Federal Off-Res","Delivery","Scheduled","9195"
"Ak-Chin","Ak-Chin","A--",2020,"Federal Off-Res","Delivery","Remaining","0"
"Ak-Chin","Ak-Chin","Contract",2020,"Federal Off-Res","Delivery","Delivered","0"
"Ak-Chin","Ak-Chin","Contract",2020,"Federal Off-Res","Delivery","Scheduled","0"
"Ak-Chin","Ak-Chin","Contract",2020,"Federal Off-Res","Delivery","Remaining","0"
"APS","GRIC","Exchange",2020,"Federal Off-Res","Delivery","Delivered","282"
"APS","GRIC","Exchange",2020,"Federal Off-Res","Delivery","Scheduled","350"
"APS","GRIC","Exchange",2020,"Federal Off-Res","Delivery","Remaining","68"
"CAGRD","FMYN","Lease",2020,"Federal Off-Res","Delivery","Delivered","3933"
"CAGRD","FMYN","Lease",2020,"Federal Off-Res","Delivery","Scheduled","3933"
"CAGRD","FMYN","Lease",2020,"Federal Off-Res","Delivery","Remaining","0"
"CAGRD","GRIC","Exchange",2020,"Federal Off-Res","Delivery","Delivered","10454"
"CAGRD","GRIC","Exchange",2020,"Federal Off-Res","Delivery","Scheduled","15000"
"CAGRD","GRIC","Exchange",2020,"Federal Off-Res","Delivery","Remaining","4546"
"CAGRD","GRIC","Lease",2020,"Federal Off-Res","Delivery","Delivered","18185"
"CAGRD","GRIC","Lease",2020,"Federal Off-Res","Delivery","Scheduled","18185"
"CAGRD","GRIC","Lease",2020,"Federal Off-Res","Delivery","Remaining","0"
"Chandler","Chandler","A-RWCD",2020,"Federal Off-Res","Delivery","Delivered","972"
"Chandler","Chandler","A-RWCD",2020,"Federal Off-Res","Delivery","Scheduled","972"
"Chandler","Chandler","A-RWCD",2020,"Federal Off-Res","Delivery","Remaining","0"
"Chandler","Chandler","A-Wellton-Mohawk",2020,"Federal Off-Res","Delivery","Delivered","4064"
"Chandler","Chandler","A-Wellton-Mohawk",2020,"Federal Off-Res","Delivery","Scheduled","4064"
"Chandler","Chandler","A-Wellton-Mohawk",2020,"Federal Off-Res","Delivery","Remaining","0"
"Chandler","GRIC","Exchange",2020,"Federal Off-Res","Delivery","Delivered","10666"
"Chandler","GRIC","Exchange",2020,"Federal Off-Res","Delivery","Scheduled","10666"
"Chandler","GRIC","Exchange",2020,"Federal Off-Res","Delivery","Remaining","0"
"Chandler","GRIC","Lease",2020,"Federal Off-Res","Delivery","Delivered","2450"
"Chandler","GRIC","Lease",2020,"Federal Off-Res","Delivery","Scheduled","2450"
"Chandler","GRIC","Lease",2020,"Federal Off-Res","Delivery","Remaining","0"
"Chandler","SRPMIC","Lease",2020,"Federal Off-Res","Delivery","Delivered","2586"
"Chandler","SRPMIC","Lease",2020,"Federal Off-Res","Delivery","Scheduled","2586"
"Chandler","SRPMIC","Lease",2020,"Federal Off-Res","Delivery","Remaining","0"
"Dell Webb / Pulte","Ak-Chin","Lease",2020,"Federal Off-Res","Delivery","Delivered","7439"
"Dell Webb / Pulte","Ak-Chin","Lease",2020,"Federal Off-Res","Delivery","Scheduled","7439"
"Dell Webb / Pulte","Ak-Chin","Lease",2020,"Federal Off-Res","Delivery","Remaining","0"
"Freeport","GRIC","Lease",2020,"Federal Off-Res","Delivery","Delivered","9998"
"Freeport","GRIC","Lease",2020,"Federal Off-Res","Delivery","Scheduled","10000"
"Freeport","GRIC","Lease",2020,"Federal Off-Res","Delivery","Remaining","2"
"Freeport-Morenci","GRIC","Lease",2020,"Federal Off-Res","Delivery","Delivered","12000"
"Freeport-Morenci","GRIC","Lease",2020,"Federal Off-Res","Delivery","Scheduled","12000"
"Freeport-Morenci","GRIC","Lease",2020,"Federal Off-Res","Delivery","Remaining","0"
"Freeport-Morenci","SCAT","Exchange",2020,"Federal Off-Res","Delivery","Delivered","14000"
"Freeport-Morenci","SCAT","Exchange",2020,"Federal Off-Res","Delivery","Scheduled","14000"
"Freeport-Morenci","SCAT","Exchange",2020,"Federal Off-Res","Delivery","Remaining","0"
"Gilbert","Gilbert","A-RWCD",2020,"Federal Off-Res","Delivery","Delivered","1537"
"Gilbert","Gilbert","A-RWCD",2020,"Federal Off-Res","Delivery","Scheduled","1537"
"Gilbert","Gilbert","A-RWCD",2020,"Federal Off-Res","Delivery","Remaining","0"
"Gilbert","Gilbert","A-Wellton-Mohawk",2020,"Federal Off-Res","Delivery","Delivered","6424"
"Gilbert","Gilbert","A-Wellton-Mohawk",2020,"Federal Off-Res","Delivery","Scheduled","6424"
"Gilbert","Gilbert","A-Wellton-Mohawk",2020,"Federal Off-Res","Delivery","Remaining","0"
"Gilbert","SCAT","Lease",2020,"Federal Off-Res","Delivery","Delivered","18671"
"Gilbert","SCAT","Lease",2020,"Federal Off-Res","Delivery","Scheduled","18993"
"Gilbert","SCAT","Lease",2020,"Federal Off-Res","Delivery","Remaining","322"
"Gilbert","SRPMIC","Lease",2020,"Federal Off-Res","Delivery","Delivered","4088"
"Gilbert","SRPMIC","Lease",2020,"Federal Off-Res","Delivery","Scheduled","4088"
"Gilbert","SRPMIC","Lease",2020,"Federal Off-Res","Delivery","Remaining","0"
"Glendale","Glendale","A-RWCD",2020,"Federal Off-Res","Delivery","Delivered","682"
"Glendale","Glendale","A-RWCD",2020,"Federal Off-Res","Delivery","Scheduled","682"
"Glendale","Glendale","A-RWCD",2020,"Federal Off-Res","Delivery","Remaining","0"
"Glendale","Glendale","A-Wellton-Mohawk",2020,"Federal Off-Res","Delivery","Delivered","2850"
"Glendale","Glendale","A-Wellton-Mohawk",2020,"Federal Off-Res","Delivery","Scheduled","2850"
"Glendale","Glendale","A-Wellton-Mohawk",2020,"Federal Off-Res","Delivery","Remaining","0"
"Glendale","SRPMIC","Lease",2020,"Federal Off-Res","Delivery","Delivered","1814"
"Glendale","SRPMIC","Lease",2020,"Federal Off-Res","Delivery","Scheduled","1814"
"Glendale","SRPMIC","Lease",2020,"Federal Off-Res","Delivery","Remaining","0"
"Goodyear","GRIC","Lease",2020,"Federal Off-Res","Delivery","Delivered","7000"
"Goodyear","GRIC","Lease",2020,"Federal Off-Res","Delivery","Scheduled","7000"
"Goodyear","GRIC","Lease",2020,"Federal Off-Res","Delivery","Remaining","0"
"GRIC","GRIC","Contract",2020,"Federal Off-Res","Delivery","Delivered","101339"
"GRIC","GRIC","Contract",2020,"Federal Off-Res","Delivery","Scheduled","96793"
"GRIC","GRIC","Contract",2020,"Federal Off-Res","Delivery","Remaining","-4546"
"Mesa","Mesa","A-RWCD",2020,"Federal Off-Res","Delivery","Delivered","627"
"Mesa","Mesa","A-RWCD",2020,"Federal Off-Res","Delivery","Scheduled","627"
"Mesa","Mesa","A-RWCD",2020,"Federal Off-Res","Delivery","Remaining","0"
"Mesa","Mesa","A-Wellton-Mohawk",2020,"Federal Off-Res","Delivery","Delivered","2622"
"Mesa","Mesa","A-Wellton-Mohawk",2020,"Federal Off-Res","Delivery","Scheduled","2622"
"Mesa","Mesa","A-Wellton-Mohawk",2020,"Federal Off-Res","Delivery","Remaining","0"
"Mesa","GRIC","Exchange",2020,"Federal Off-Res","Delivery","Delivered","6925"
"Mesa","GRIC","Exchange",2020,"Federal Off-Res","Delivery","Scheduled","6925"
"Mesa","GRIC","Exchange",2020,"Federal Off-Res","Delivery","Remaining","0"
"Mesa","SRPMIC","Lease",2020,"Federal Off-Res","Delivery","Delivered","1669"
"Mesa","SRPMIC","Lease",2020,"Federal Off-Res","Delivery","Scheduled","1669"
"Mesa","SRPMIC","Lease",2020,"Federal Off-Res","Delivery","Remaining","0"
"Pascua Yaqui","Pascua Yaqui","Contract",2020,"Federal Off-Res","Delivery","Delivered","0"
"Pascua Yaqui","Pascua Yaqui","Contract",2020,"Federal Off-Res","Delivery","Scheduled","0"
"Pascua Yaqui","Pascua Yaqui","Contract",2020,"Federal Off-Res","Delivery","Remaining","0"
"Pascua Yaqui","SCAT","Lease",2020,"Federal Off-Res","Delivery","Delivered","1701"
"Pascua Yaqui","SCAT","Lease",2020,"Federal Off-Res","Delivery","Scheduled","1720"
"Pascua Yaqui","SCAT","Lease",2020,"Federal Off-Res","Delivery","Remaining","19"
"Pascua Yaqui - SCAT","SCAT","Lease",2020,"Federal Off-Res","Delivery","Delivered","0"
"Pascua Yaqui - SCAT","SCAT","Lease",2020,"Federal Off-Res","Delivery","Scheduled","0"
"Pascua Yaqui - SCAT","SCAT","Lease",2020,"Federal Off-Res","Delivery","Remaining","0"
"Peoria","GRIC","Lease",2020,"Federal Off-Res","Delivery","Delivered","7000"
"Peoria","GRIC","Lease",2020,"Federal Off-Res","Delivery","Scheduled","7000"
"Peoria","GRIC","Lease",2020,"Federal Off-Res","Delivery","Remaining","0"
"Phoenix","Phoenix","A-RWCD",2020,"Federal Off-Res","Delivery","Delivered","1136"
"Phoenix","Phoenix","A-RWCD",2020,"Federal Off-Res","Delivery","Scheduled","1136"
"Phoenix","Phoenix","A-RWCD",2020,"Federal Off-Res","Delivery","Remaining","0"
"Phoenix","Phoenix","A-Wellton-Mohawk",2020,"Federal Off-Res","Delivery","Delivered","4750"
"Phoenix","Phoenix","A-Wellton-Mohawk",2020,"Federal Off-Res","Delivery","Scheduled","4750"
"Phoenix","Phoenix","A-Wellton-Mohawk",2020,"Federal Off-Res","Delivery","Remaining","0"
"Phoenix","FMYN","Lease",2020,"Federal Off-Res","Delivery","Delivered","4279"
"Phoenix","FMYN","Lease",2020,"Federal Off-Res","Delivery","Scheduled","4300"
"Phoenix","FMYN","Lease",2020,"Federal Off-Res","Delivery","Remaining","21"
"Phoenix","GRIC","Lease",2020,"Federal Off-Res","Delivery","Delivered","15000"
"Phoenix","GRIC","Lease",2020,"Federal Off-Res","Delivery","Scheduled","15000"
"Phoenix","GRIC","Lease",2020,"Federal Off-Res","Delivery","Remaining","0"
"Phoenix","SRPMIC","Lease",2020,"Federal Off-Res","Delivery","Delivered","3023"
"Phoenix","SRPMIC","Lease",2020,"Federal Off-Res","Delivery","Scheduled","3023"
"Phoenix","SRPMIC","Lease",2020,"Federal Off-Res","Delivery","Remaining","0"
"Scottsdale","Scottsdale","A-RWCD",2020,"Federal Off-Res","Delivery","Delivered","23"
"Scottsdale","Scottsdale","A-RWCD",2020,"Federal Off-Res","Delivery","Scheduled","23"
"Scottsdale","Scottsdale","A-RWCD",2020,"Federal Off-Res","Delivery","Remaining","0"
"Scottsdale","Scottsdale","A-Wellton-Mohawk",2020,"Federal Off-Res","Delivery","Delivered","95"
"Scottsdale","Scottsdale","A-Wellton-Mohawk",2020,"Federal Off-Res","Delivery","Scheduled","95"
"Scottsdale","Scottsdale","A-Wellton-Mohawk",2020,"Federal Off-Res","Delivery","Remaining","0"
"Scottsdale","Scottsdale","A-Yavapai-Prescott",2020,"Federal Off-Res","Delivery","Delivered","500"
"Scottsdale","Scottsdale","A-Yavapai-Prescott",2020,"Federal Off-Res","Delivery","Scheduled","500"
"Scottsdale","Scottsdale","A-Yavapai-Prescott",2020,"Federal Off-Res","Delivery","Remaining","0"
"Scottsdale","GRIC","Lease",2020,"Federal Off-Res","Delivery","Delivered","12000"
"Scottsdale","GRIC","Lease",2020,"Federal Off-Res","Delivery","Scheduled","12000"
"Scottsdale","GRIC","Lease",2020,"Federal Off-Res","Delivery","Remaining","0"
"Scottsdale","SCAT","Lease",2020,"Federal Off-Res","Delivery","Delivered","12500"
"Scottsdale","SCAT","Lease",2020,"Federal Off-Res","Delivery","Scheduled","12500"
"Scottsdale","SCAT","Lease",2020,"Federal Off-Res","Delivery","Remaining","0"
"Scottsdale","SRPMIC","Lease",2020,"Federal Off-Res","Delivery","Delivered","60"
"Scottsdale","SRPMIC","Lease",2020,"Federal Off-Res","Delivery","Scheduled","60"
"Scottsdale","SRPMIC","Lease",2020,"Federal Off-Res","Delivery","Remaining","0"
"Stone Applications, LLC","SCAT","Lease",2020,"Federal Off-Res","Delivery","Delivered","10000"
"Stone Applications, LLC","SCAT","Lease",2020,"Federal Off-Res","Delivery","Scheduled","10000"
"Stone Applications, LLC","SCAT","Lease",2020,"Federal Off-Res","Delivery","Remaining","0"
"Tempe","Tempe","A-RWCD",2020,"Federal Off-Res","Delivery","Delivered","23"
"Tempe","Tempe","A-RWCD",2020,"Federal Off-Res","Delivery","Scheduled","23"
