"User","Partner","Agreement","Year","Group","Data","Variable","deliveries"
"Pascua Yaqui","Pascua Yaqui","Contract",2021,"Federal Off-Res","Delivery","Scheduled","0"
"Pascua Yaqui","Pascua Yaqui","Contract",2021,"Federal Off-Res","Delivery","Remaining","0"
"Pascua Yaqui","SCAT","Lease",2021,"Federal Off-Res","Delivery","Delivered","1708"
"Pascua Yaqui","SCAT","Lease",2021,"Federal Off-Res","Delivery","Scheduled","1720"
"Pascua Yaqui","SCAT","Lease",2021,"Federal Off-Res","Delivery","Remaining","12"
"Peoria","GRIC","Lease",2021,"Federal Off-Res","Delivery","Delivered","7000"
"Peoria","GRIC","Lease",2021,"Federal Off-Res","Delivery","Scheduled","7000"
"Peoria","GRIC","Lease",2021,"Federal Off-Res","Delivery","Remaining","0"
"Phoenix","Phoenix","A-RWCD",2021,"Federal Off-Res","Delivery","Delivered","1136"
"Phoenix","Phoenix","A-RWCD",2021,"Federal Off-Res","Delivery","Scheduled","1136"
"Phoenix","Phoenix","A-RWCD",2021,"Federal Off-Res","Delivery","Remaining","0"
"Phoenix","Phoenix","A-Wellton-Mohawk",2021,"Federal Off-Res","Delivery","Delivered","4750"
"Phoenix","Phoenix","A-Wellton-Mohawk",2021,"Federal Off-Res","Delivery","Scheduled","4750"
"Phoenix","Phoenix","A-Wellton-Mohawk",2021,"Federal Off-Res","Delivery","Remaining","0"
"Phoenix","FMYN","Lease",2021,"Federal Off-Res","Delivery","Delivered","2052"
"Phoenix","FMYN","Lease",2021,"Federal Off-Res","Delivery","Scheduled","4300"
"Phoenix","FMYN","Lease",2021,"Federal Off-Res","Delivery","Remaining","2248"
"Phoenix","GRIC","Lease",2021,"Federal Off-Res","Delivery","Delivered","15000"
"Phoenix","GRIC","Lease",2021,"Federal Off-Res","Delivery","Scheduled","15000"
"Phoenix","GRIC","Lease",2021,"Federal Off-Res","Delivery","Remaining","0"
"Phoenix","SRPMIC","Lease",2021,"Federal Off-Res","Delivery","Delivered","3023"
"Phoenix","SRPMIC","Lease",2021,"Federal Off-Res","Delivery","Scheduled","3023"
"Phoenix","SRPMIC","Lease",2021,"Federal Off-Res","Delivery","Remaining","0"
"Scottsdale","Scottsdale","A-RWCD",2021,"Federal Off-Res","Delivery","Delivered","23"
"Scottsdale","Scottsdale","A-RWCD",2021,"Federal Off-Res","Delivery","Scheduled","23"
"Scottsdale","Scottsdale","A-RWCD",2021,"Federal Off-Res","Delivery","Remaining","0"
"Scottsdale","Scottsdale","A-Wellton-Mohawk",2021,"Federal Off-Res","Delivery","Delivered","95"
"Scottsdale","Scottsdale","A-Wellton-Mohawk",2021,"Federal Off-Res","Delivery","Scheduled","95"
"Scottsdale","Scottsdale","A-Wellton-Mohawk",2021,"Federal Off-Res","Delivery","Remaining","0"
"Scottsdale","Scottsdale","A-Yavapai-Prescott",2021,"Federal Off-Res","Delivery","Delivered","500"
"Scottsdale","Scottsdale","A-Yavapai-Prescott",2021,"Federal Off-Res","Delivery","Scheduled","500"
"Scottsdale","Scottsdale","A-Yavapai-Prescott",2021,"Federal Off-Res","Delivery","Remaining","0"
"Scottsdale","GRIC","Lease",2021,"Federal Off-Res","Delivery","Delivered","12000"
"Scottsdale","GRIC","Lease",2021,"Federal Off-Res","Delivery","Scheduled","12000"
"Scottsdale","GRIC","Lease",2021,"Federal Off-Res","Delivery","Remaining","0"
"Scottsdale","SCAT","Lease",2021,"Federal Off-Res","Delivery","Delivered","12500"
"Scottsdale","SCAT","Lease",2021,"Federal Off-Res","Delivery","Scheduled","12500"
"Scottsdale","SCAT","Lease",2021,"Federal Off-Res","Delivery","Remaining","0"
"Scottsdale","SRPMIC","Lease",2021,"Federal Off-Res","Delivery","Delivered","60"
"Scottsdale","SRPMIC","Lease",2021,"Federal Off-Res","Delivery","Scheduled","60"
"Scottsdale","SRPMIC","Lease",2021,"Federal Off-Res","Delivery","Remaining","0"
"Tempe","Tempe","A-RWCD",2021,"Federal Off-Res","Delivery","Delivered","23"
"Tempe","Tempe","A-RWCD",2021,"Federal Off-Res","Delivery","Scheduled","23"
"Tempe","Tempe","A-RWCD",2021,"Federal Off-Res","Delivery","Remaining","0"
"Tempe","Tempe","A-Wellton-Mohawk",2021,"Federal Off-Res","Delivery","Delivered","95"
"Tempe","Tempe","A-Wellton-Mohawk",2021,"Federal Off-Res","Delivery","Scheduled","95"
"Tempe","Tempe","A-Wellton-Mohawk",2021,"Federal Off-Res","Delivery","Remaining","0"
"Tempe","SRPMIC","Lease",2021,"Federal Off-Res","Delivery","Delivered","60"
"Tempe","SRPMIC","Lease",2021,"Federal Off-Res","Delivery","Scheduled","60"
"Tempe","SRPMIC","Lease",2021,"Federal Off-Res","Delivery","Remaining","0"
"Tohono O'odham - ST","Tohono O'odham - ST","Contract",2021,"Federal Off-Res","Delivery","Delivered","4847"
"Tohono O'odham - ST","Tohono O'odham - ST","Contract",2021,"Federal Off-Res","Delivery","Scheduled","4847"
"Tohono O'odham - ST","Tohono O'odham - ST","Contract",2021,"Federal Off-Res","Delivery","Remaining","0"
"Tohono O'odham - SX","Tohono O'odham - SX","Contract",2021,"Federal Off-Res","Delivery","Delivered","39820"
"Tohono O'odham - SX","Tohono O'odham - SX","Contract",2021,"Federal Off-Res","Delivery","Scheduled","42804"
"Tohono O'odham - SX","Tohono O'odham - SX","Contract",2021,"Federal Off-Res","Delivery","Remaining","2984"
"Tonto-Apache","Tonto-Apache","Contract",2021,"Federal Off-Res","Delivery","Delivered","0"
"Tonto-Apache","Tonto-Apache","Contract",2021,"Federal Off-Res","Delivery","Scheduled","0"
"Tonto-Apache","Tonto-Apache","Contract",2021,"Federal Off-Res","Delivery","Remaining","0"
"WUCFD, Apache Junction","GRIC","Lease",2021,"Federal Off-Res","Delivery","Delivered","1000"
"WUCFD, Apache Junction","GRIC","Lease",2021,"Federal Off-Res","Delivery","Scheduled","1000"
"WUCFD, Apache Junction","GRIC","Lease",2021,"Federal Off-Res","Delivery","Remaining","0"
"Total",NA,NA,2021,"Federal Off-Res","Delivery","Delivered","359517"
"Total",NA,NA,2021,"Federal Off-Res","Delivery","Scheduled","365147"
"Total",NA,NA,2021,"Federal Off-Res","Delivery","Remaining","5630"
"ASARCO",NA,"Sub",2021,"M&I Subcontract","Delivery","Delivered","21000"
"ASARCO",NA,"Sub",2021,"M&I Subcontract","Delivery","Scheduled","21000"
"ASARCO",NA,"Sub",2021,"M&I Subcontract","Delivery","Remaining","0"
"Avondale",NA,"Sub",2021,"M&I Subcontract","Delivery","Delivered","5416"
"Avondale",NA,"Sub",2021,"M&I Subcontract","Delivery","Scheduled","5416"
"Avondale",NA,"Sub",2021,"M&I Subcontract","Delivery","Remaining","0"
"AZ State Land",NA,"Sub",2021,"M&I Subcontract","Delivery","Delivered","537"
"AZ State Land",NA,"Sub",2021,"M&I Subcontract","Delivery","Scheduled","1300"
"AZ State Land",NA,"Sub",2021,"M&I Subcontract","Delivery","Remaining","763"
"AZWC, Casa Grande",NA,"Sub",2021,"M&I Subcontract","Delivery","Delivered","8624"
"AZWC, Casa Grande",NA,"Sub",2021,"M&I Subcontract","Delivery","Scheduled","8884"
"AZWC, Casa Grande",NA,"Sub",2021,"M&I Subcontract","Delivery","Remaining","260"
"AZWC, Coolidge",NA,"Sub",2021,"M&I Subcontract","Delivery","Delivered","1998"
"AZWC, Coolidge",NA,"Sub",2021,"M&I Subcontract","Delivery","Scheduled","2000"
"AZWC, Coolidge",NA,"Sub",2021,"M&I Subcontract","Delivery","Remaining","2"
"AZWC, Superstition",NA,"Sub",2021,"M&I Subcontract","Delivery","Delivered","6058"
"AZWC, Superstition",NA,"Sub",2021,"M&I Subcontract","Delivery","Scheduled","6285"
"AZWC, Superstition",NA,"Sub",2021,"M&I Subcontract","Delivery","Remaining","227"
"AZWC, White Tank",NA,"Sub",2021,"M&I Subcontract","Delivery","Delivered","968"
"AZWC, White Tank",NA,"Sub",2021,"M&I Subcontract","Delivery","Scheduled","968"
"AZWC, White Tank",NA,"Sub",2021,"M&I Subcontract","Delivery","Remaining","0"
"Buckeye",NA,"Sub",2021,"M&I Subcontract","Delivery","Delivered","251"
"Buckeye",NA,"Sub",2021,"M&I Subcontract","Delivery","Scheduled","251"
"Buckeye",NA,"Sub",2021,"M&I Subcontract","Delivery","Remaining","0"
"CAGRD",NA,"Sub",2021,"M&I Subcontract","Delivery","Delivered","8311"
"CAGRD",NA,"Sub",2021,"M&I Subcontract","Delivery","Scheduled","8311"
"CAGRD",NA,"Sub",2021,"M&I Subcontract","Delivery","Remaining","0"
"Carefree WC",NA,"Sub",2021,"M&I Subcontract","Delivery","Delivered","661"
"Carefree WC",NA,"Sub",2021,"M&I Subcontract","Delivery","Scheduled","660"
"Carefree WC",NA,"Sub",2021,"M&I Subcontract","Delivery","Remaining","-1"
"Cave Creek",NA,"Sub",2021,"M&I Subcontract","Delivery","Delivered","2044"
"Cave Creek",NA,"Sub",2021,"M&I Subcontract","Delivery","Scheduled","2300"
"Cave Creek",NA,"Sub",2021,"M&I Subcontract","Delivery","Remaining","256"
"Chandler",NA,"A-CDR",2021,"M&I Subcontract","Delivery","Delivered","2952"
"Chandler",NA,"A-CDR",2021,"M&I Subcontract","Delivery","Scheduled","2952"
"Chandler",NA,"A-CDR",2021,"M&I Subcontract","Delivery","Remaining","0"
"Chandler",NA,"Sub",2021,"M&I Subcontract","Delivery","Delivered","6820"
"Chandler",NA,"Sub",2021,"M&I Subcontract","Delivery","Scheduled","6800"
"Chandler",NA,"Sub",2021,"M&I Subcontract","Delivery","Remaining","-20"
"Chaparral City WC",NA,"Sub",2021,"M&I Subcontract","Delivery","Delivered","7050"
"Chaparral City WC",NA,"Sub",2021,"M&I Subcontract","Delivery","Scheduled","8909"
"Chaparral City WC",NA,"Sub",2021,"M&I Subcontract","Delivery","Remaining","1859"
"El Mirage",NA,"Sub",2021,"M&I Subcontract","Delivery","Delivered","508"
"El Mirage",NA,"Sub",2021,"M&I Subcontract","Delivery","Scheduled","508"
"El Mirage",NA,"Sub",2021,"M&I Subcontract","Delivery","Remaining","0"
"Eloy",NA,"Sub",2021,"M&I Subcontract","Delivery","Delivered","2130"
"Eloy",NA,"Sub",2021,"M&I Subcontract","Delivery","Scheduled","2171"
"Eloy",NA,"Sub",2021,"M&I Subcontract","Delivery","Remaining","41"
"EPCOR, AF",NA,"Sub",2021,"M&I Subcontract","Delivery","Delivered","11093"
"EPCOR, AF",NA,"Sub",2021,"M&I Subcontract","Delivery","Scheduled","11093"
"EPCOR, AF",NA,"Sub",2021,"M&I Subcontract","Delivery","Remaining","0"
"EPCOR, PV",NA,"Sub",2021,"M&I Subcontract","Delivery","Delivered","3073"
"EPCOR, PV",NA,"Sub",2021,"M&I Subcontract","Delivery","Scheduled","3231"
"EPCOR, PV",NA,"Sub",2021,"M&I Subcontract","Delivery","Remaining","158"
"EPCOR, SC",NA,"Sub",2021,"M&I Subcontract","Delivery","Delivered","3934"
"EPCOR, SC",NA,"Sub",2021,"M&I Subcontract","Delivery","Scheduled","4189"
"EPCOR, SC",NA,"Sub",2021,"M&I Subcontract","Delivery","Remaining","255"
"EPCOR, SCW",NA,"Sub",2021,"M&I Subcontract","Delivery","Delivered","2229"
"EPCOR, SCW",NA,"Sub",2021,"M&I Subcontract","Delivery","Scheduled","2372"
"EPCOR, SCW",NA,"Sub",2021,"M&I Subcontract","Delivery","Remaining","143"
"Florence",NA,"Sub",2021,"M&I Subcontract","Delivery","Delivered","2048"
"Florence",NA,"Sub",2021,"M&I Subcontract","Delivery","Scheduled","2048"
"Florence",NA,"Sub",2021,"M&I Subcontract","Delivery","Remaining","0"
"Freeport-Miami",NA,"Sub",2021,"M&I Subcontract","Delivery","Delivered","2906"
"Freeport-Miami",NA,"Sub",2021,"M&I Subcontract","Delivery","Scheduled","2906"
"Freeport-Miami",NA,"Sub",2021,"M&I Subcontract","Delivery","Remaining","0"
"FWID",NA,"Sub",2021,"M&I Subcontract","Delivery","Delivered","2800"
"FWID",NA,"Sub",2021,"M&I Subcontract","Delivery","Scheduled","2800"
"FWID",NA,"Sub",2021,"M&I Subcontract","Delivery","Remaining","0"
"Gilbert",NA,"Sub",2021,"M&I Subcontract","Delivery","Delivered","7235"
"Gilbert",NA,"Sub",2021,"M&I Subcontract","Delivery","Scheduled","7235"
"Gilbert",NA,"Sub",2021,"M&I Subcontract","Delivery","Remaining","0"
"Glendale",NA,"Sub",2021,"M&I Subcontract","Delivery","Delivered","16964"
"Glendale",NA,"Sub",2021,"M&I Subcontract","Delivery","Scheduled","17236"
"Glendale",NA,"Sub",2021,"M&I Subcontract","Delivery","Remaining","272"
"Goodyear",NA,"Sub",2021,"M&I Subcontract","Delivery","Delivered","10684"
"Goodyear",NA,"Sub",2021,"M&I Subcontract","Delivery","Scheduled","10742"
"Goodyear",NA,"Sub",2021,"M&I Subcontract","Delivery","Remaining","58"
"Greater Tonopah, Water Utility",NA,"Sub",2021,"M&I Subcontract","Delivery","Delivered","0"
"Greater Tonopah, Water Utility",NA,"Sub",2021,"M&I Subcontract","Delivery","Scheduled","0"
"Greater Tonopah, Water Utility",NA,"Sub",2021,"M&I Subcontract","Delivery","Remaining","0"
"Marana",NA,"Sub",2021,"M&I Subcontract","Delivery","Delivered","2336"
"Marana",NA,"Sub",2021,"M&I Subcontract","Delivery","Scheduled","2336"
"Marana",NA,"Sub",2021,"M&I Subcontract","Delivery","Remaining","0"
"Maricopa Cty P&R",NA,"Sub",2021,"M&I Subcontract","Delivery","Delivered","541"
"Maricopa Cty P&R",NA,"Sub",2021,"M&I Subcontract","Delivery","Scheduled","585"
"Maricopa Cty P&R",NA,"Sub",2021,"M&I Subcontract","Delivery","Remaining","44"
"Mesa",NA,"A-CDR",2021,"M&I Subcontract","Delivery","Delivered","4924"
"Mesa",NA,"A-CDR",2021,"M&I Subcontract","Delivery","Scheduled","4924"
"Mesa",NA,"A-CDR",2021,"M&I Subcontract","Delivery","Remaining","0"
"Mesa",NA,"Sub",2021,"M&I Subcontract","Delivery","Delivered","32422"
"Mesa",NA,"Sub",2021,"M&I Subcontract","Delivery","Scheduled","37741"
"Mesa",NA,"Sub",2021,"M&I Subcontract","Delivery","Remaining","5319"
"Metro DWID",NA,"Sub",2021,"M&I Subcontract","Delivery","Delivered","9960"
"Metro DWID",NA,"Sub",2021,"M&I Subcontract","Delivery","Scheduled","9960"
"Metro DWID",NA,"Sub",2021,"M&I Subcontract","Delivery","Remaining","0"
"Oro Valley",NA,"Sub",2021,"M&I Subcontract","Delivery","Delivered","10305"
"Oro Valley",NA,"Sub",2021,"M&I Subcontract","Delivery","Scheduled","10305"
"Oro Valley",NA,"Sub",2021,"M&I Subcontract","Delivery","Remaining","0"
"Peoria",NA,"Sub",2021,"M&I Subcontract","Delivery","Delivered","25180"
"Peoria",NA,"Sub",2021,"M&I Subcontract","Delivery","Scheduled","25236"
"Peoria",NA,"Sub",2021,"M&I Subcontract","Delivery","Remaining","56"
"Phoenix",NA,"A-CDR",2021,"M&I Subcontract","Delivery","Delivered","36144"
"Phoenix",NA,"A-CDR",2021,"M&I Subcontract","Delivery","Scheduled","36144"
"Phoenix",NA,"A-CDR",2021,"M&I Subcontract","Delivery","Remaining","0"
"Phoenix",NA,"Sub",2021,"M&I Subcontract","Delivery","Delivered","122204"
"Phoenix",NA,"Sub",2021,"M&I Subcontract","Delivery","Scheduled","122204"
"Phoenix",NA,"Sub",2021,"M&I Subcontract","Delivery","Remaining","0"
"Queen Creek",NA,"Sub",2021,"M&I Subcontract","Delivery","Delivered","495"
"Queen Creek",NA,"Sub",2021,"M&I Subcontract","Delivery","Scheduled","495"
"Queen Creek",NA,"Sub",2021,"M&I Subcontract","Delivery","Remaining","0"
"Rio Verde Utilities",NA,"Sub",2021,"M&I Subcontract","Delivery","Delivered","812"
"Rio Verde Utilities",NA,"Sub",2021,"M&I Subcontract","Delivery","Scheduled","812"
"Rio Verde Utilities",NA,"Sub",2021,"M&I Subcontract","Delivery","Remaining","0"
"Scottsdale",NA,"A-CDR",2021,"M&I Subcontract","Delivery","Delivered","3283"
"Scottsdale",NA,"A-CDR",2021,"M&I Subcontract","Delivery","Scheduled","3283"
"Scottsdale",NA,"A-CDR",2021,"M&I Subcontract","Delivery","Remaining","0"
"Scottsdale",NA,"Sub",2021,"M&I Subcontract","Delivery","Delivered","44234"
"Scottsdale",NA,"Sub",2021,"M&I Subcontract","Delivery","Scheduled","45603"
"Scottsdale",NA,"Sub",2021,"M&I Subcontract","Delivery","Remaining","1369"
"Spanish Trail WC",NA,"Sub",2021,"M&I Subcontract","Delivery","Delivered","3037"
"Spanish Trail WC",NA,"Sub",2021,"M&I Subcontract","Delivery","Scheduled","3037"
"Spanish Trail WC",NA,"Sub",2021,"M&I Subcontract","Delivery","Remaining","0"
"Surprise",NA,"Sub",2021,"M&I Subcontract","Delivery","Delivered","10249"
"Surprise",NA,"Sub",2021,"M&I Subcontract","Delivery","Scheduled","10249"
"Surprise",NA,"Sub",2021,"M&I Subcontract","Delivery","Remaining","0"
"Tempe",NA,"Sub",2021,"M&I Subcontract","Delivery","Delivered","4315"
"Tempe",NA,"Sub",2021,"M&I Subcontract","Delivery","Scheduled","4315"
"Tempe",NA,"Sub",2021,"M&I Subcontract","Delivery","Remaining","0"
"Tonto Hills DWID",NA,"Sub",2021,"M&I Subcontract","Delivery","Delivered","66"
"Tonto Hills DWID",NA,"Sub",2021,"M&I Subcontract","Delivery","Scheduled","71"
"Tonto Hills DWID",NA,"Sub",2021,"M&I Subcontract","Delivery","Remaining","5"
"Tucson",NA,"Sub",2021,"M&I Subcontract","Delivery","Delivered","143988"
"Tucson",NA,"Sub",2021,"M&I Subcontract","Delivery","Scheduled","144191"
"Tucson",NA,"Sub",2021,"M&I Subcontract","Delivery","Remaining","203"
"Vail WC",NA,"Sub",2021,"M&I Subcontract","Delivery","Delivered","1857"
"Vail WC",NA,"Sub",2021,"M&I Subcontract","Delivery","Scheduled","1857"
"Vail WC",NA,"Sub",2021,"M&I Subcontract","Delivery","Remaining","0"
"WUCFD, Apache Junction",NA,"Sub",2021,"M&I Subcontract","Delivery","Delivered","1773"
"WUCFD, Apache Junction",NA,"Sub",2021,"M&I Subcontract","Delivery","Scheduled","1774"
"WUCFD, Apache Junction",NA,"Sub",2021,"M&I Subcontract","Delivery","Remaining","1"
"Total",NA,NA,2021,"M&I Subcontract","Delivery","Delivered","596419"
"Total",NA,NA,2021,"M&I Subcontract","Delivery","Scheduled","607689"
"Total",NA,NA,2021,"M&I Subcontract","Delivery","Remaining","11270"
