"AMA","Recharge Facility","Water User","Year","Group","Data","Month","deliveries"
"Pinal","MSIDD","Florence",2016,"GSF Deliveries","Recharge","Nov","0"
"Pinal","MSIDD","Florence",2016,"GSF Deliveries","Recharge","Dec","0"
"Pinal","MSIDD","GRIC",2016,"GSF Deliveries","Recharge","Jan","100"
"Pinal","MSIDD","GRIC",2016,"GSF Deliveries","Recharge","Feb","1760"
"Pinal","MSIDD","GRIC",2016,"GSF Deliveries","Recharge","Mar","3470"
"Pinal","MSIDD","GRIC",2016,"GSF Deliveries","Recharge","Apr","4910"
"Pinal","MSIDD","GRIC",2016,"GSF Deliveries","Recharge","May","6100"
"Pinal","MSIDD","GRIC",2016,"GSF Deliveries","Recharge","Jun","7790"
"Pinal","MSIDD","GRIC",2016,"GSF Deliveries","Recharge","Jul","2650"
"Pinal","MSIDD","GRIC",2016,"GSF Deliveries","Recharge","Aug","1220"
"Pinal","MSIDD","GRIC",2016,"GSF Deliveries","Recharge","Sep","2500"
"Pinal","MSIDD","GRIC",2016,"GSF Deliveries","Recharge","Oct","2500"
"Pinal","MSIDD","GRIC",2016,"GSF Deliveries","Recharge","Nov","1500"
"Pinal","MSIDD","GRIC",2016,"GSF Deliveries","Recharge","Dec","500"
"Pinal","MSIDD","Total",2016,"GSF Deliveries","Recharge","Jan","100"
"Pinal","MSIDD","Total",2016,"GSF Deliveries","Recharge","Feb","2460"
"Pinal","MSIDD","Total",2016,"GSF Deliveries","Recharge","Mar","4560"
"Pinal","MSIDD","Total",2016,"GSF Deliveries","Recharge","Apr","8610"
"Pinal","MSIDD","Total",2016,"GSF Deliveries","Recharge","May","7360"
"Pinal","MSIDD","Total",2016,"GSF Deliveries","Recharge","Jun","11948"
"Pinal","MSIDD","Total",2016,"GSF Deliveries","Recharge","Jul","3160"
"Pinal","MSIDD","Total",2016,"GSF Deliveries","Recharge","Aug","1530"
"Pinal","MSIDD","Total",2016,"GSF Deliveries","Recharge","Sep","2860"
"Pinal","MSIDD","Total",2016,"GSF Deliveries","Recharge","Oct","2560"
"Pinal","MSIDD","Total",2016,"GSF Deliveries","Recharge","Nov","1500"
"Pinal","MSIDD","Total",2016,"GSF Deliveries","Recharge","Dec","500"
"Tucson","ASARCO","Tohono O'odham - SX",2016,"GSF Deliveries","Recharge","Jan","549"
"Tucson","ASARCO","Tohono O'odham - SX",2016,"GSF Deliveries","Recharge","Feb","576"
"Tucson","ASARCO","Tohono O'odham - SX",2016,"GSF Deliveries","Recharge","Mar","687"
"Tucson","ASARCO","Tohono O'odham - SX",2016,"GSF Deliveries","Recharge","Apr","671"
"Tucson","ASARCO","Tohono O'odham - SX",2016,"GSF Deliveries","Recharge","May","757"
"Tucson","ASARCO","Tohono O'odham - SX",2016,"GSF Deliveries","Recharge","Jun","485"
"Tucson","ASARCO","Tohono O'odham - SX",2016,"GSF Deliveries","Recharge","Jul","545"
"Tucson","ASARCO","Tohono O'odham - SX",2016,"GSF Deliveries","Recharge","Aug","834"
"Tucson","ASARCO","Tohono O'odham - SX",2016,"GSF Deliveries","Recharge","Sep","746"
"Tucson","ASARCO","Tohono O'odham - SX",2016,"GSF Deliveries","Recharge","Oct","402"
"Tucson","ASARCO","Tohono O'odham - SX",2016,"GSF Deliveries","Recharge","Nov","477"
"Tucson","ASARCO","Tohono O'odham - SX",2016,"GSF Deliveries","Recharge","Dec","703"
"Tucson","ASARCO","Total",2016,"GSF Deliveries","Recharge","Jan","549"
"Tucson","ASARCO","Total",2016,"GSF Deliveries","Recharge","Feb","576"
"Tucson","ASARCO","Total",2016,"GSF Deliveries","Recharge","Mar","687"
"Tucson","ASARCO","Total",2016,"GSF Deliveries","Recharge","Apr","671"
"Tucson","ASARCO","Total",2016,"GSF Deliveries","Recharge","May","757"
"Tucson","ASARCO","Total",2016,"GSF Deliveries","Recharge","Jun","485"
"Tucson","ASARCO","Total",2016,"GSF Deliveries","Recharge","Jul","545"
"Tucson","ASARCO","Total",2016,"GSF Deliveries","Recharge","Aug","834"
"Tucson","ASARCO","Total",2016,"GSF Deliveries","Recharge","Sep","746"
"Tucson","ASARCO","Total",2016,"GSF Deliveries","Recharge","Oct","402"
"Tucson","ASARCO","Total",2016,"GSF Deliveries","Recharge","Nov","477"
"Tucson","ASARCO","Total",2016,"GSF Deliveries","Recharge","Dec","703"
"Tucson","BKW","AWBA Tucson AMA",2016,"GSF Deliveries","Recharge","Jan","0"
"Tucson","BKW","AWBA Tucson AMA",2016,"GSF Deliveries","Recharge","Feb","0"
"Tucson","BKW","AWBA Tucson AMA",2016,"GSF Deliveries","Recharge","Mar","0"
"Tucson","BKW","AWBA Tucson AMA",2016,"GSF Deliveries","Recharge","Apr","0"
"Tucson","BKW","AWBA Tucson AMA",2016,"GSF Deliveries","Recharge","May","0"
"Tucson","BKW","AWBA Tucson AMA",2016,"GSF Deliveries","Recharge","Jun","0"
"Tucson","BKW","AWBA Tucson AMA",2016,"GSF Deliveries","Recharge","Jul","1000"
"Tucson","BKW","AWBA Tucson AMA",2016,"GSF Deliveries","Recharge","Aug","0"
"Tucson","BKW","AWBA Tucson AMA",2016,"GSF Deliveries","Recharge","Sep","0"
"Tucson","BKW","AWBA Tucson AMA",2016,"GSF Deliveries","Recharge","Oct","0"
"Tucson","BKW","AWBA Tucson AMA",2016,"GSF Deliveries","Recharge","Nov","0"
"Tucson","BKW","AWBA Tucson AMA",2016,"GSF Deliveries","Recharge","Dec","0"
"Tucson","BKW","Marana",2016,"GSF Deliveries","Recharge","Jan","0"
"Tucson","BKW","Marana",2016,"GSF Deliveries","Recharge","Feb","0"
"Tucson","BKW","Marana",2016,"GSF Deliveries","Recharge","Mar","0"
"Tucson","BKW","Marana",2016,"GSF Deliveries","Recharge","Apr","500"
"Tucson","BKW","Marana",2016,"GSF Deliveries","Recharge","May","700"
"Tucson","BKW","Marana",2016,"GSF Deliveries","Recharge","Jun","328"
"Tucson","BKW","Marana",2016,"GSF Deliveries","Recharge","Jul","0"
"Tucson","BKW","Marana",2016,"GSF Deliveries","Recharge","Aug","0"
"Tucson","BKW","Marana",2016,"GSF Deliveries","Recharge","Sep","0"
"Tucson","BKW","Marana",2016,"GSF Deliveries","Recharge","Oct","0"
"Tucson","BKW","Marana",2016,"GSF Deliveries","Recharge","Nov","0"
"Tucson","BKW","Marana",2016,"GSF Deliveries","Recharge","Dec","0"
"Tucson","BKW","Metro DWID",2016,"GSF Deliveries","Recharge","Jan","172"
"Tucson","BKW","Metro DWID",2016,"GSF Deliveries","Recharge","Feb","426"
"Tucson","BKW","Metro DWID",2016,"GSF Deliveries","Recharge","Mar","600"
"Tucson","BKW","Metro DWID",2016,"GSF Deliveries","Recharge","Apr","301"
"Tucson","BKW","Metro DWID",2016,"GSF Deliveries","Recharge","May","400"
"Tucson","BKW","Metro DWID",2016,"GSF Deliveries","Recharge","Jun","501"
"Tucson","BKW","Metro DWID",2016,"GSF Deliveries","Recharge","Jul","0"
"Tucson","BKW","Metro DWID",2016,"GSF Deliveries","Recharge","Aug","0"
"Tucson","BKW","Metro DWID",2016,"GSF Deliveries","Recharge","Sep","0"
"Tucson","BKW","Metro DWID",2016,"GSF Deliveries","Recharge","Oct","0"
"Tucson","BKW","Metro DWID",2016,"GSF Deliveries","Recharge","Nov","0"
"Tucson","BKW","Metro DWID",2016,"GSF Deliveries","Recharge","Dec","0"
"Tucson","BKW","Tucson",2016,"GSF Deliveries","Recharge","Jan","100"
"Tucson","BKW","Tucson",2016,"GSF Deliveries","Recharge","Feb","150"
"Tucson","BKW","Tucson",2016,"GSF Deliveries","Recharge","Mar","329"
"Tucson","BKW","Tucson",2016,"GSF Deliveries","Recharge","Apr","150"
"Tucson","BKW","Tucson",2016,"GSF Deliveries","Recharge","May","440"
"Tucson","BKW","Tucson",2016,"GSF Deliveries","Recharge","Jun","870"
"Tucson","BKW","Tucson",2016,"GSF Deliveries","Recharge","Jul","1456"
"Tucson","BKW","Tucson",2016,"GSF Deliveries","Recharge","Aug","1822"
"Tucson","BKW","Tucson",2016,"GSF Deliveries","Recharge","Sep","1410"
"Tucson","BKW","Tucson",2016,"GSF Deliveries","Recharge","Oct","567"
"Tucson","BKW","Tucson",2016,"GSF Deliveries","Recharge","Nov","32"
"Tucson","BKW","Tucson",2016,"GSF Deliveries","Recharge","Dec","194"
"Tucson","BKW","Total",2016,"GSF Deliveries","Recharge","Jan","272"
"Tucson","BKW","Total",2016,"GSF Deliveries","Recharge","Feb","576"
"Tucson","BKW","Total",2016,"GSF Deliveries","Recharge","Mar","929"
"Tucson","BKW","Total",2016,"GSF Deliveries","Recharge","Apr","951"
"Tucson","BKW","Total",2016,"GSF Deliveries","Recharge","May","1540"
"Tucson","BKW","Total",2016,"GSF Deliveries","Recharge","Jun","1699"
"Tucson","BKW","Total",2016,"GSF Deliveries","Recharge","Jul","2456"
"Tucson","BKW","Total",2016,"GSF Deliveries","Recharge","Aug","1822"
"Tucson","BKW","Total",2016,"GSF Deliveries","Recharge","Sep","1410"
"Tucson","BKW","Total",2016,"GSF Deliveries","Recharge","Oct","567"
"Tucson","BKW","Total",2016,"GSF Deliveries","Recharge","Nov","32"
"Tucson","BKW","Total",2016,"GSF Deliveries","Recharge","Dec","194"
"Tucson","CMID","AWBA Tucson AMA",2016,"GSF Deliveries","Recharge","Jan","246"
"Tucson","CMID","AWBA Tucson AMA",2016,"GSF Deliveries","Recharge","Feb","0"
"Tucson","CMID","AWBA Tucson AMA",2016,"GSF Deliveries","Recharge","Mar","250"
"Tucson","CMID","AWBA Tucson AMA",2016,"GSF Deliveries","Recharge","Apr","0"
"Tucson","CMID","AWBA Tucson AMA",2016,"GSF Deliveries","Recharge","May","0"
"Tucson","CMID","AWBA Tucson AMA",2016,"GSF Deliveries","Recharge","Jun","0"
"Tucson","CMID","AWBA Tucson AMA",2016,"GSF Deliveries","Recharge","Jul","77"
"Tucson","CMID","AWBA Tucson AMA",2016,"GSF Deliveries","Recharge","Aug","871"
"Tucson","CMID","AWBA Tucson AMA",2016,"GSF Deliveries","Recharge","Sep","54"
"Tucson","CMID","AWBA Tucson AMA",2016,"GSF Deliveries","Recharge","Oct","0"
"Tucson","CMID","AWBA Tucson AMA",2016,"GSF Deliveries","Recharge","Nov","2"
"Tucson","CMID","AWBA Tucson AMA",2016,"GSF Deliveries","Recharge","Dec","0"
"Tucson","CMID","Metro DWID",2016,"GSF Deliveries","Recharge","Jan","0"
"Tucson","CMID","Metro DWID",2016,"GSF Deliveries","Recharge","Feb","419"
"Tucson","CMID","Metro DWID",2016,"GSF Deliveries","Recharge","Mar","1313"
"Tucson","CMID","Metro DWID",2016,"GSF Deliveries","Recharge","Apr","1466"
"Tucson","CMID","Metro DWID",2016,"GSF Deliveries","Recharge","May","0"
"Tucson","CMID","Metro DWID",2016,"GSF Deliveries","Recharge","Jun","0"
"Tucson","CMID","Metro DWID",2016,"GSF Deliveries","Recharge","Jul","1214"
"Tucson","CMID","Metro DWID",2016,"GSF Deliveries","Recharge","Aug","0"
"Tucson","CMID","Metro DWID",2016,"GSF Deliveries","Recharge","Sep","0"
"Tucson","CMID","Metro DWID",2016,"GSF Deliveries","Recharge","Oct","0"
"Tucson","CMID","Metro DWID",2016,"GSF Deliveries","Recharge","Nov","0"
"Tucson","CMID","Metro DWID",2016,"GSF Deliveries","Recharge","Dec","0"
"Tucson","CMID","Spanish Trail WC",2016,"GSF Deliveries","Recharge","Jan","0"
"Tucson","CMID","Spanish Trail WC",2016,"GSF Deliveries","Recharge","Feb","500"
"Tucson","CMID","Spanish Trail WC",2016,"GSF Deliveries","Recharge","Mar","250"
"Tucson","CMID","Spanish Trail WC",2016,"GSF Deliveries","Recharge","Apr","1466"
"Tucson","CMID","Spanish Trail WC",2016,"GSF Deliveries","Recharge","May","244"
"Tucson","CMID","Spanish Trail WC",2016,"GSF Deliveries","Recharge","Jun","224"
"Tucson","CMID","Spanish Trail WC",2016,"GSF Deliveries","Recharge","Jul","303"
"Tucson","CMID","Spanish Trail WC",2016,"GSF Deliveries","Recharge","Aug","0"
"Tucson","CMID","Spanish Trail WC",2016,"GSF Deliveries","Recharge","Sep","0"
"Tucson","CMID","Spanish Trail WC",2016,"GSF Deliveries","Recharge","Oct","0"
"Tucson","CMID","Spanish Trail WC",2016,"GSF Deliveries","Recharge","Nov","0"
"Tucson","CMID","Spanish Trail WC",2016,"GSF Deliveries","Recharge","Dec","0"
"Tucson","CMID","Total",2016,"GSF Deliveries","Recharge","Jan","246"
"Tucson","CMID","Total",2016,"GSF Deliveries","Recharge","Feb","919"
"Tucson","CMID","Total",2016,"GSF Deliveries","Recharge","Mar","1813"
"Tucson","CMID","Total",2016,"GSF Deliveries","Recharge","Apr","2932"
"Tucson","CMID","Total",2016,"GSF Deliveries","Recharge","May","244"
"Tucson","CMID","Total",2016,"GSF Deliveries","Recharge","Jun","224"
"Tucson","CMID","Total",2016,"GSF Deliveries","Recharge","Jul","1594"
"Tucson","CMID","Total",2016,"GSF Deliveries","Recharge","Aug","871"
"Tucson","CMID","Total",2016,"GSF Deliveries","Recharge","Sep","54"
"Tucson","CMID","Total",2016,"GSF Deliveries","Recharge","Oct","0"
"Tucson","CMID","Total",2016,"GSF Deliveries","Recharge","Nov","2"
"Tucson","CMID","Total",2016,"GSF Deliveries","Recharge","Dec","0"
"Tucson","Kai-Red Rock","AWBA Tucson AMA",2016,"GSF Deliveries","Recharge","Jan","0"
"Tucson","Kai-Red Rock","AWBA Tucson AMA",2016,"GSF Deliveries","Recharge","Feb","0"
"Tucson","Kai-Red Rock","AWBA Tucson AMA",2016,"GSF Deliveries","Recharge","Mar","0"
"Tucson","Kai-Red Rock","AWBA Tucson AMA",2016,"GSF Deliveries","Recharge","Apr","0"
"Tucson","Kai-Red Rock","AWBA Tucson AMA",2016,"GSF Deliveries","Recharge","May","0"
"Tucson","Kai-Red Rock","AWBA Tucson AMA",2016,"GSF Deliveries","Recharge","Jun","0"
"Tucson","Kai-Red Rock","AWBA Tucson AMA",2016,"GSF Deliveries","Recharge","Jul","0"
"Tucson","Kai-Red Rock","AWBA Tucson AMA",2016,"GSF Deliveries","Recharge","Aug","0"
"Tucson","Kai-Red Rock","AWBA Tucson AMA",2016,"GSF Deliveries","Recharge","Sep","298"
"Tucson","Kai-Red Rock","AWBA Tucson AMA",2016,"GSF Deliveries","Recharge","Oct","242"
"Tucson","Kai-Red Rock","AWBA Tucson AMA",2016,"GSF Deliveries","Recharge","Nov","0"
"Tucson","Kai-Red Rock","AWBA Tucson AMA",2016,"GSF Deliveries","Recharge","Dec","0"
"Tucson","Kai-Red Rock","CAGRD",2016,"GSF Deliveries","Recharge","Jan","0"
"Tucson","Kai-Red Rock","CAGRD",2016,"GSF Deliveries","Recharge","Feb","0"
"Tucson","Kai-Red Rock","CAGRD",2016,"GSF Deliveries","Recharge","Mar","0"
"Tucson","Kai-Red Rock","CAGRD",2016,"GSF Deliveries","Recharge","Apr","0"
"Tucson","Kai-Red Rock","CAGRD",2016,"GSF Deliveries","Recharge","May","0"
"Tucson","Kai-Red Rock","CAGRD",2016,"GSF Deliveries","Recharge","Jun","0"
"Tucson","Kai-Red Rock","CAGRD",2016,"GSF Deliveries","Recharge","Jul","0"
"Tucson","Kai-Red Rock","CAGRD",2016,"GSF Deliveries","Recharge","Aug","43"
"Tucson","Kai-Red Rock","CAGRD",2016,"GSF Deliveries","Recharge","Sep","457"
"Tucson","Kai-Red Rock","CAGRD",2016,"GSF Deliveries","Recharge","Oct","0"
"Tucson","Kai-Red Rock","CAGRD",2016,"GSF Deliveries","Recharge","Nov","0"
"Tucson","Kai-Red Rock","CAGRD",2016,"GSF Deliveries","Recharge","Dec","0"
"Tucson","Kai-Red Rock","Metro DWID",2016,"GSF Deliveries","Recharge","Jan","0"
"Tucson","Kai-Red Rock","Metro DWID",2016,"GSF Deliveries","Recharge","Feb","312"
"Tucson","Kai-Red Rock","Metro DWID",2016,"GSF Deliveries","Recharge","Mar","0"
"Tucson","Kai-Red Rock","Metro DWID",2016,"GSF Deliveries","Recharge","Apr","197"
"Tucson","Kai-Red Rock","Metro DWID",2016,"GSF Deliveries","Recharge","May","591"
"Tucson","Kai-Red Rock","Metro DWID",2016,"GSF Deliveries","Recharge","Jun","0"
"Tucson","Kai-Red Rock","Metro DWID",2016,"GSF Deliveries","Recharge","Jul","0"
"Tucson","Kai-Red Rock","Metro DWID",2016,"GSF Deliveries","Recharge","Aug","0"
"Tucson","Kai-Red Rock","Metro DWID",2016,"GSF Deliveries","Recharge","Sep","0"
"Tucson","Kai-Red Rock","Metro DWID",2016,"GSF Deliveries","Recharge","Oct","0"
"Tucson","Kai-Red Rock","Metro DWID",2016,"GSF Deliveries","Recharge","Nov","0"
"Tucson","Kai-Red Rock","Metro DWID",2016,"GSF Deliveries","Recharge","Dec","0"
"Tucson","Kai-Red Rock","Oro Valley",2016,"GSF Deliveries","Recharge","Jan","0"
"Tucson","Kai-Red Rock","Oro Valley",2016,"GSF Deliveries","Recharge","Feb","0"
"Tucson","Kai-Red Rock","Oro Valley",2016,"GSF Deliveries","Recharge","Mar","140"
"Tucson","Kai-Red Rock","Oro Valley",2016,"GSF Deliveries","Recharge","Apr","250"
"Tucson","Kai-Red Rock","Oro Valley",2016,"GSF Deliveries","Recharge","May","703"
"Tucson","Kai-Red Rock","Oro Valley",2016,"GSF Deliveries","Recharge","Jun","1105"
"Tucson","Kai-Red Rock","Oro Valley",2016,"GSF Deliveries","Recharge","Jul","1194"
"Tucson","Kai-Red Rock","Oro Valley",2016,"GSF Deliveries","Recharge","Aug","608"
"Tucson","Kai-Red Rock","Oro Valley",2016,"GSF Deliveries","Recharge","Sep","0"
"Tucson","Kai-Red Rock","Oro Valley",2016,"GSF Deliveries","Recharge","Oct","0"
"Tucson","Kai-Red Rock","Oro Valley",2016,"GSF Deliveries","Recharge","Nov","0"
"Tucson","Kai-Red Rock","Oro Valley",2016,"GSF Deliveries","Recharge","Dec","0"
"Tucson","Kai-Red Rock","Vail WC",2016,"GSF Deliveries","Recharge","Jan","0"
"Tucson","Kai-Red Rock","Vail WC",2016,"GSF Deliveries","Recharge","Feb","0"
"Tucson","Kai-Red Rock","Vail WC",2016,"GSF Deliveries","Recharge","Mar","0"
"Tucson","Kai-Red Rock","Vail WC",2016,"GSF Deliveries","Recharge","Apr","0"
"Tucson","Kai-Red Rock","Vail WC",2016,"GSF Deliveries","Recharge","May","0"
"Tucson","Kai-Red Rock","Vail WC",2016,"GSF Deliveries","Recharge","Jun","0"
"Tucson","Kai-Red Rock","Vail WC",2016,"GSF Deliveries","Recharge","Jul","257"
"Tucson","Kai-Red Rock","Vail WC",2016,"GSF Deliveries","Recharge","Aug","500"
"Tucson","Kai-Red Rock","Vail WC",2016,"GSF Deliveries","Recharge","Sep","0"
"Tucson","Kai-Red Rock","Vail WC",2016,"GSF Deliveries","Recharge","Oct","0"
"Tucson","Kai-Red Rock","Vail WC",2016,"GSF Deliveries","Recharge","Nov","0"
"Tucson","Kai-Red Rock","Vail WC",2016,"GSF Deliveries","Recharge","Dec","0"
"Tucson","Kai-Red Rock","Total",2016,"GSF Deliveries","Recharge","Jan","0"
"Tucson","Kai-Red Rock","Total",2016,"GSF Deliveries","Recharge","Feb","312"
"Tucson","Kai-Red Rock","Total",2016,"GSF Deliveries","Recharge","Mar","140"
"Tucson","Kai-Red Rock","Total",2016,"GSF Deliveries","Recharge","Apr","447"
"Tucson","Kai-Red Rock","Total",2016,"GSF Deliveries","Recharge","May","1294"
"Tucson","Kai-Red Rock","Total",2016,"GSF Deliveries","Recharge","Jun","1105"
"Tucson","Kai-Red Rock","Total",2016,"GSF Deliveries","Recharge","Jul","1451"
"Tucson","Kai-Red Rock","Total",2016,"GSF Deliveries","Recharge","Aug","1151"
"Tucson","Kai-Red Rock","Total",2016,"GSF Deliveries","Recharge","Sep","755"
"Tucson","Kai-Red Rock","Total",2016,"GSF Deliveries","Recharge","Oct","242"
"Tucson","Kai-Red Rock","Total",2016,"GSF Deliveries","Recharge","Nov","0"
"Tucson","Kai-Red Rock","Total",2016,"GSF Deliveries","Recharge","Dec","0"
"Total",NA,NA,2016,"GSF Deliveries","Recharge","Jan","2626"
"Total",NA,NA,2016,"GSF Deliveries","Recharge","Feb","12955"
"Total",NA,NA,2016,"GSF Deliveries","Recharge","Mar","33986"
"Total",NA,NA,2016,"GSF Deliveries","Recharge","Apr","41352"
"Total",NA,NA,2016,"GSF Deliveries","Recharge","May","51812"
"Total",NA,NA,2016,"GSF Deliveries","Recharge","Jun","52350"
"Total",NA,NA,2016,"GSF Deliveries","Recharge","Jul","58116"
"Total",NA,NA,2016,"GSF Deliveries","Recharge","Aug","42887"
"Total",NA,NA,2016,"GSF Deliveries","Recharge","Sep","38564"
"Total",NA,NA,2016,"GSF Deliveries","Recharge","Oct","27004"
"Total",NA,NA,2016,"GSF Deliveries","Recharge","Nov","15298"
"Total",NA,NA,2016,"GSF Deliveries","Recharge","Dec","12569"
"Phoenix","AFRP Constructed","AWBA Phx AMA",2016,"USF Deliveries","Recharge","Jan","0"
"Phoenix","AFRP Constructed","AWBA Phx AMA",2016,"USF Deliveries","Recharge","Feb","0"
"Phoenix","AFRP Constructed","AWBA Phx AMA",2016,"USF Deliveries","Recharge","Mar","0"
"Phoenix","AFRP Constructed","AWBA Phx AMA",2016,"USF Deliveries","Recharge","Apr","318"
"Phoenix","AFRP Constructed","AWBA Phx AMA",2016,"USF Deliveries","Recharge","May","1056"
"Phoenix","AFRP Constructed","AWBA Phx AMA",2016,"USF Deliveries","Recharge","Jun","1247"
"Phoenix","AFRP Constructed","AWBA Phx AMA",2016,"USF Deliveries","Recharge","Jul","2176"
"Phoenix","AFRP Constructed","AWBA Phx AMA",2016,"USF Deliveries","Recharge","Aug","731"
"Phoenix","AFRP Constructed","AWBA Phx AMA",2016,"USF Deliveries","Recharge","Sep","226"
"Phoenix","AFRP Constructed","AWBA Phx AMA",2016,"USF Deliveries","Recharge","Oct","0"
"Phoenix","AFRP Constructed","AWBA Phx AMA",2016,"USF Deliveries","Recharge","Nov","0"
"Phoenix","AFRP Constructed","AWBA Phx AMA",2016,"USF Deliveries","Recharge","Dec","0"
"Phoenix","AFRP Constructed","CAGRD",2016,"USF Deliveries","Recharge","Jan","0"
"Phoenix","AFRP Constructed","CAGRD",2016,"USF Deliveries","Recharge","Feb","0"
"Phoenix","AFRP Constructed","CAGRD",2016,"USF Deliveries","Recharge","Mar","1000"
"Phoenix","AFRP Constructed","CAGRD",2016,"USF Deliveries","Recharge","Apr","318"
"Phoenix","AFRP Constructed","CAGRD",2016,"USF Deliveries","Recharge","May","1055"
"Phoenix","AFRP Constructed","CAGRD",2016,"USF Deliveries","Recharge","Jun","1247"
"Phoenix","AFRP Constructed","CAGRD",2016,"USF Deliveries","Recharge","Jul","0"
"Phoenix","AFRP Constructed","CAGRD",2016,"USF Deliveries","Recharge","Aug","732"
"Phoenix","AFRP Constructed","CAGRD",2016,"USF Deliveries","Recharge","Sep","279"
"Phoenix","AFRP Constructed","CAGRD",2016,"USF Deliveries","Recharge","Oct","0"
"Phoenix","AFRP Constructed","CAGRD",2016,"USF Deliveries","Recharge","Nov","498"
"Phoenix","AFRP Constructed","CAGRD",2016,"USF Deliveries","Recharge","Dec","475"
"Phoenix","AFRP Constructed","Goodyear",2016,"USF Deliveries","Recharge","Jan","703"
"Phoenix","AFRP Constructed","Goodyear",2016,"USF Deliveries","Recharge","Feb","607"
"Phoenix","AFRP Constructed","Goodyear",2016,"USF Deliveries","Recharge","Mar","1000"
"Phoenix","AFRP Constructed","Goodyear",2016,"USF Deliveries","Recharge","Apr","1690"
"Phoenix","AFRP Constructed","Goodyear",2016,"USF Deliveries","Recharge","May","0"
"Phoenix","AFRP Constructed","Goodyear",2016,"USF Deliveries","Recharge","Jun","0"
"Phoenix","AFRP Constructed","Goodyear",2016,"USF Deliveries","Recharge","Jul","0"
"Phoenix","AFRP Constructed","Goodyear",2016,"USF Deliveries","Recharge","Aug","0"
"Phoenix","AFRP Constructed","Goodyear",2016,"USF Deliveries","Recharge","Sep","0"
"Phoenix","AFRP Constructed","Goodyear",2016,"USF Deliveries","Recharge","Oct","0"
"Phoenix","AFRP Constructed","Goodyear",2016,"USF Deliveries","Recharge","Nov","0"
"Phoenix","AFRP Constructed","Goodyear",2016,"USF Deliveries","Recharge","Dec","0"
"Phoenix","AFRP Constructed","Peoria",2016,"USF Deliveries","Recharge","Jan","529"
"Phoenix","AFRP Constructed","Peoria",2016,"USF Deliveries","Recharge","Feb","607"
"Phoenix","AFRP Constructed","Peoria",2016,"USF Deliveries","Recharge","Mar","826"
"Phoenix","AFRP Constructed","Peoria",2016,"USF Deliveries","Recharge","Apr","0"
"Phoenix","AFRP Constructed","Peoria",2016,"USF Deliveries","Recharge","May","67"
"Phoenix","AFRP Constructed","Peoria",2016,"USF Deliveries","Recharge","Jun","0"
"Phoenix","AFRP Constructed","Peoria",2016,"USF Deliveries","Recharge","Jul","0"
"Phoenix","AFRP Constructed","Peoria",2016,"USF Deliveries","Recharge","Aug","0"
"Phoenix","AFRP Constructed","Peoria",2016,"USF Deliveries","Recharge","Sep","750"
"Phoenix","AFRP Constructed","Peoria",2016,"USF Deliveries","Recharge","Oct","0"
"Phoenix","AFRP Constructed","Peoria",2016,"USF Deliveries","Recharge","Nov","0"
"Phoenix","AFRP Constructed","Peoria",2016,"USF Deliveries","Recharge","Dec","0"
"Phoenix","AFRP Constructed","Surprise",2016,"USF Deliveries","Recharge","Jan","0"
"Phoenix","AFRP Constructed","Surprise",2016,"USF Deliveries","Recharge","Feb","0"
"Phoenix","AFRP Constructed","Surprise",2016,"USF Deliveries","Recharge","Mar","0"
"Phoenix","AFRP Constructed","Surprise",2016,"USF Deliveries","Recharge","Apr","0"
"Phoenix","AFRP Constructed","Surprise",2016,"USF Deliveries","Recharge","May","0"
"Phoenix","AFRP Constructed","Surprise",2016,"USF Deliveries","Recharge","Jun","0"
"Phoenix","AFRP Constructed","Surprise",2016,"USF Deliveries","Recharge","Jul","0"
"Phoenix","AFRP Constructed","Surprise",2016,"USF Deliveries","Recharge","Aug","0"
"Phoenix","AFRP Constructed","Surprise",2016,"USF Deliveries","Recharge","Sep","125"
"Phoenix","AFRP Constructed","Surprise",2016,"USF Deliveries","Recharge","Oct","0"
"Phoenix","AFRP Constructed","Surprise",2016,"USF Deliveries","Recharge","Nov","0"
"Phoenix","AFRP Constructed","Surprise",2016,"USF Deliveries","Recharge","Dec","0"
"Phoenix","AFRP Constructed","Total",2016,"USF Deliveries","Recharge","Jan","1232"
"Phoenix","AFRP Constructed","Total",2016,"USF Deliveries","Recharge","Feb","1214"
"Phoenix","AFRP Constructed","Total",2016,"USF Deliveries","Recharge","Mar","2826"
"Phoenix","AFRP Constructed","Total",2016,"USF Deliveries","Recharge","Apr","2326"
"Phoenix","AFRP Constructed","Total",2016,"USF Deliveries","Recharge","May","2178"
"Phoenix","AFRP Constructed","Total",2016,"USF Deliveries","Recharge","Jun","2494"
"Phoenix","AFRP Constructed","Total",2016,"USF Deliveries","Recharge","Jul","2176"
"Phoenix","AFRP Constructed","Total",2016,"USF Deliveries","Recharge","Aug","1463"
"Phoenix","AFRP Constructed","Total",2016,"USF Deliveries","Recharge","Sep","1380"
"Phoenix","AFRP Constructed","Total",2016,"USF Deliveries","Recharge","Oct","0"
"Phoenix","AFRP Constructed","Total",2016,"USF Deliveries","Recharge","Nov","498"
"Phoenix","AFRP Constructed","Total",2016,"USF Deliveries","Recharge","Dec","475"
"Phoenix","GRUSP","AWBA Phx AMA",2016,"USF Deliveries","Recharge","Jan","0"
"Phoenix","GRUSP","AWBA Phx AMA",2016,"USF Deliveries","Recharge","Feb","500"
